timestamp,symbol,timeframe,foundation_version,oi_delta_reliable,zscore_baseline_status,scenario_label,scenario_disposition,setup_type,efficient_build_quality,efficient_build_quality_reason,scenario_reasons,mode_c_risks,mode_a_reasons,block_reasons,hard_filter_reasons,crowding_status,crowding_side,taker_price_divergence,absorption_candidate,climax_candidate,regime_warning,expansion_subtype,compression_type,final_entry_permission,final_structural_permission,structural_block_reason,structural_warning_reason,structural_confidence_multiplier,bucket_is_closed,bucket_completion_pct,volume_z_reliable,oi_delta_z_reliable
2026-05-11T14:58:51.862701Z,XRPUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,,,,,,,,,False,,,,unknown_expansion,no_compression,BLOCK,NOT_APPLICABLE,,,1.0,False,0.9243125655555556,True,True
2026-05-11T14:58:51.862701Z,SKYAIUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,,,,,,,,,False,,,,unknown_expansion,no_compression,BLOCK,NOT_APPLICABLE,,,1.0,False,0.9244699366666668,True,True
2026-05-11T15:34:06.971648Z,ZBTUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,,,,,,,,,False,,,,unknown_expansion,no_compression,BLOCK,NOT_APPLICABLE,,,1.0,False,0.2749579888888889,True,True
2026-05-11T15:59:17.187345Z,LABUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,,,,,,,,,False,,,,unknown_expansion,no_compression,BLOCK,NOT_APPLICABLE,,,1.0,False,0.9524995444444444,True,True
2026-05-11T15:59:17.187345Z,MSTRUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,,,,,,,,,True,,,,unknown_expansion,no_compression,BLOCK,NOT_APPLICABLE,,,1.0,False,0.95287472,True,True
2026-05-11T15:59:17.187345Z,BIOUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,,,,,,,,,False,,,,unknown_expansion,no_compression,BLOCK,NOT_APPLICABLE,,,1.0,False,0.9528184466666668,True,True
2026-05-11T15:59:17.187345Z,CRVUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,,,,,,,,,False,,,,unknown_expansion,no_compression,BLOCK,NOT_APPLICABLE,,,1.0,False,0.9528956177777778,True,True
2026-05-11T16:36:41.816514Z,RAVEUSDT,15m,v2_option_a,True,NORMAL,,,Continuation,WAIT,non_efficient_or_mixed,,"Open interest is rising, so fresh positions are entering the move.",,,,crowded_long,long,False,False,False,,unknown_expansion,no_compression,BLOCK,STRUCTURAL_PENALTY,,non_structural_continuation,0.75,False,0.4466602244444444,True,True
