timestamp,symbol,timeframe,setup_type,bias,scenario_label,effort_result_state,absorption_candidate,climax_candidate,crowding_status,taker_price_divergence,oi_build_type,oi_semantic_reliable,passed,block_reasons,semantic_blocked,warnings
2026-04-30T03:00:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,crowding_warning
2026-04-30T03:15:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,crowding_warning
2026-04-30T03:30:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,crowding_warning
2026-04-30T03:45:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Efficient,False,False,crowded_short,False,unknown,False,False,foundation_version_not_trusted|oi_delta_unreliable,False,crowding_warning
2026-04-30T05:00:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Normal,False,False,crowded_long,False,unknown,False,False,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|clarity_below_threshold,False,crowding_warning
2026-04-30T05:15:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Normal,False,False,crowded_long,False,unknown,False,False,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|clarity_below_threshold,False,crowding_warning
2026-04-30T05:30:00+00:00,SOLUSDT,15m,Continuation,Bearish,mixed_context,Normal,False,False,crowded_long,True,unknown,False,False,range_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|clarity_below_threshold|continuation_choppy_regime,False,taker_price_divergence_warning|crowding_warning
2026-04-30T05:30:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Normal,False,False,crowded_long,False,unknown,False,False,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|clarity_below_threshold,False,crowding_warning
2026-04-30T05:45:00+00:00,SOLUSDT,1h,Continuation,Bearish,mixed_context,Normal,False,False,crowded_long,False,unknown,False,False,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|clarity_below_threshold,False,crowding_warning
2026-05-06T14:00:00+00:00,SOLUSDT,15m,Continuation,Bearish,mixed_context,Normal,False,False,extreme_crowded_short,False,unknown,False,False,mixed_context_blocked|scenario_not_allow|semantic_absorption_block|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,True,
