Version,Symbol,Timeframe,Timestamp,Setup,Regime,Confidence,Bias,PnL_Pct,Result,AI_Score,Computed_TP,Computed_SL,Computed_RR
v3_ema,FETUSDT,15m,2026-04-13 19:25:49.250740+00:00,Continuation,Ranging,0.7965,Bullish,-0.5662,loss,0.0,,,
v3_ema,ZKPUSDT,4h,2026-04-28 15:59:59.999000+00:00,Continuation,Trending,0.8694,Bullish,9.4951,win,0.0,,,
v3_ema,SPKUSDT,15m,2026-04-22 13:59:59.999000+00:00,Continuation,Trending,0.8759,Bullish,2.4443,win,0.0,,,
v3_ema,SPKUSDT,1h,2026-04-27 10:59:58.741933+00:00,Continuation,Trending,0.4646,Bearish,-0.0845,loss,0.0,,,
v3_ema,GIGGLEUSDT,15m,2026-04-11 10:26:14.803795+00:00,Continuation,Balanced,0.7999,Bullish,0.6715,win,0.0,,,
v3_ema,GIGGLEUSDT,15m,2026-04-12 15:44:18.439893+00:00,Continuation,Balanced,0.8403,Bullish,-1.2856,loss,0.0,,,
v3_ema,GIGGLEUSDT,15m,2026-04-14 06:13:32.441076+00:00,Continuation,Balanced,0.8597,Bullish,1.2292,win,0.0,,,
v3_ema,GIGGLEUSDT,15m,2026-04-27 11:40:42.903960+00:00,Continuation,Balanced,0.861,Bullish,-0.1814,loss,0.0,,,
v3_ema,DASHUSDT,4h,2026-04-10 07:59:59.999000+00:00,Continuation,Trending,0.8704,Bullish,3.1816,win,0.0,,,
v3_ema,DASHUSDT,4h,2026-04-21 11:59:59.999000+00:00,Continuation,Trending,0.8573,Bullish,3.2627,win,0.0,,,
v3_ema,DASHUSDT,1h,2026-04-23 13:56:04.686202+00:00,Continuation,Balanced,0.8549,Bullish,-0.3363,loss,0.0,,,
v3_ema,SOMIUSDT,1h,2026-04-25 11:59:59.999000+00:00,Continuation,Balanced,0.8944,Bullish,0.4802,win,0.0,,,
v3_ema,SOMIUSDT,15m,2026-04-27 21:28:17.427353+00:00,Continuation,Ranging,0.8398,Bullish,-0.4092,loss,0.0,,,
v3_ema,SEIUSDT,4h,2026-04-22 15:59:59.999000+00:00,Continuation,Trending,0.8611,Bullish,-3.4886,loss,0.0,,,
v3_ema,SEIUSDT,15m,2026-04-23 06:40:49.819716+00:00,Continuation,Ranging,0.8433,Bullish,0.3822,win,0.0,,,
v3_ema,SEIUSDT,15m,2026-04-26 14:24:52.879520+00:00,Continuation,Balanced,0.8271,Bullish,1.3656,win,0.0,,,
v3_ema,AVAXUSDT,1h,2026-04-11 18:57:15.785070+00:00,Continuation,Balanced,0.9037,Bullish,0.4436,win,0.0,,,
v3_ema,CLOUSDT,15m,2026-04-21 23:14:59.999000+00:00,Continuation,Balanced,0.7944,Bullish,0.9057,win,0.0,,,
v3_ema,BZUSDT,1h,2026-04-21 19:59:42.988141+00:00,Continuation,Trending,0.889,Bullish,-1.5394,loss,0.0,,,
v3_ema,BZUSDT,4h,2026-04-30 03:55:13.790198+00:00,Continuation,Balanced,0.8896,Bullish,0.4607,open,0.0,,,
v3_ema,EDGEUSDT,15m,2026-04-08 03:27:03.587110+00:00,Continuation,Balanced,0.8704,Bullish,2.5504,win,0.0,,,
v3_ema,EDGEUSDT,15m,2026-04-22 03:58:41.377898+00:00,Continuation,Balanced,0.8649,Bullish,2.0357,win,0.0,,,
v3_ema,PHBUSDT,15m,2026-04-19 23:26:23.208449+00:00,Continuation,Trending,0.7999,Bullish,-2.8294,loss,0.0,,,
v3_ema,PHBUSDT,15m,2026-04-22 03:12:54.160871+00:00,Continuation,Balanced,0.8287,Bullish,-0.7776,loss,0.0,,,
v3_ema,SOONUSDT,15m,2026-04-20 11:44:22.819123+00:00,Continuation,Balanced,0.8094,Bullish,0.5683,win,0.0,,,
v3_ema,SOONUSDT,15m,2026-04-22 18:57:48.173231+00:00,Continuation,Ranging,0.8413,Bullish,-0.6199,loss,0.0,,,
v3_ema,SOONUSDT,15m,2026-04-23 10:42:36.268692+00:00,Continuation,Balanced,0.883,Bullish,0.5512,win,0.0,,,
v3_ema,SOONUSDT,15m,2026-04-26 11:55:37.716802+00:00,Continuation,Balanced,0.8525,Bullish,-1.0269,loss,0.0,,,
v3_ema,KATUSDT,15m,2026-04-25 07:40:22.765510+00:00,Continuation,Trending,0.857,Bullish,-3.5612,loss,0.0,,,
v3_ema,KATUSDT,15m,2026-04-28 19:11:40.551423+00:00,Continuation,Balanced,0.8094,Bullish,-1.0217,loss,0.0,,,
v3_ema,GENIUSUSDT,15m,2026-04-27 04:58:39.847155+00:00,Continuation,Ranging,0.802,Bullish,-0.6345,loss,0.0,,,
v3_ema,TURTLEUSDT,4h,2026-04-27 11:59:59.999000+00:00,Continuation,Trending,0.875,Bullish,2.5013,win,0.0,,,
v3_ema,XAGUSDT,15m,2026-04-07 15:58:29.280560+00:00,Continuation,Balanced,0.8239,Bullish,0.7761,win,0.0,,,
v3_ema,XAGUSDT,4h,2026-04-14 15:59:13.419632+00:00,Continuation,Balanced,0.8893,Bullish,1.001,win,0.0,,,
v3_ema,XAGUSDT,24h,2026-04-14 23:57:57.192621+00:00,Continuation,Trending,0.8867,Bullish,-0.4713,loss,0.0,,,
v3_ema,MONUSDT,4h,2026-04-08 07:57:26.669608+00:00,Continuation,Trending,0.8641,Bullish,2.895,win,0.0,,,
v3_ema,MONUSDT,4h,2026-04-14 07:55:20.338849+00:00,Continuation,Trending,0.8808,Bullish,-5.5448,loss,0.0,,,
v3_ema,BROCCOLI714USDT,1h,2026-04-28 18:59:59.999000+00:00,Continuation,Trending,0.8952,Bullish,8.3437,win,0.0,,,
v3_ema,WCTUSDT,1h,2026-04-25 21:59:59.999000+00:00,Continuation,Trending,0.8979,Bullish,1.9939,win,0.0,,,
v3_ema,ZECUSDT,1h,2026-04-07 04:55:50.210198+00:00,Continuation,Trending,0.8849,Bullish,1.1843,win,0.0,,,
v3_ema,ZECUSDT,4h,2026-04-21 11:55:16.329497+00:00,Continuation,Trending,0.8582,Bullish,-4.38,loss,0.0,,,
v3_ema,AEROUSDT,4h,2026-04-21 15:59:59.999000+00:00,Continuation,Trending,0.4861,Bearish,-4.7142,loss,0.0,,,
v3_ema,AEROUSDT,4h,2026-04-22 07:59:59.999000+00:00,Continuation,Trending,0.8893,Bullish,2.2832,win,0.0,,,
v3_ema,AEROUSDT,1h,2026-04-26 08:59:59.999000+00:00,Continuation,Balanced,0.9086,Bullish,2.6133,win,0.0,,,
v3_ema,AEROUSDT,15m,2026-04-27 17:44:02.680727+00:00,Continuation,Balanced,0.8605,Bullish,-0.0867,loss,0.0,,,
v3_ema,CRVUSDT,1h,2026-04-13 16:59:59.999000+00:00,Continuation,Balanced,0.8699,Bullish,2.9328,win,0.0,,,
v3_ema,CRVUSDT,15m,2026-04-14 06:59:21.800171+00:00,Continuation,Ranging,0.8603,Bullish,-0.2536,loss,0.0,,,
v3_ema,CRVUSDT,15m,2026-04-14 21:40:31.955327+00:00,Continuation,Ranging,0.827,Bullish,1.0099,win,0.0,,,
v3_ema,CRVUSDT,15m,2026-04-28 13:29:32.842533+00:00,Continuation,Balanced,0.8408,Bullish,-0.4405,loss,0.0,,,
v3_ema,NEARUSDT,15m,2026-04-10 01:44:24.801299+00:00,Continuation,Balanced,0.8042,Bullish,-0.6254,loss,0.0,,,
v3_ema,NEARUSDT,1h,2026-04-18 06:57:05.583463+00:00,Continuation,Balanced,0.8486,Bullish,-1.1645,loss,0.0,,,
v3_ema,HOODUSDT,4h,2026-04-23 15:59:59.999000+00:00,Continuation,Trending,0.4889,Bearish,1.5424,win,0.0,,,
v3_ema,AXSUSDT,4h,2026-04-24 15:59:59.999000+00:00,Continuation,Balanced,0.8663,Bullish,3.6434,win,0.0,,,
v3_ema,AXSUSDT,15m,2026-04-26 19:28:36.871381+00:00,Continuation,Balanced,0.8336,Bullish,2.1445,win,0.0,,,
v3_ema,AXSUSDT,15m,2026-04-27 14:13:33.801284+00:00,Continuation,Balanced,0.8639,Bullish,0.7818,win,0.0,,,
v3_ema,BANANAS31USDT,15m,2026-04-26 06:55:41.227725+00:00,Continuation,Balanced,0.8351,Bullish,-1.3806,loss,0.0,,,
v3_ema,BLURUSDT,15m,2026-04-19 14:11:16.889975+00:00,Continuation,Balanced,0.8474,Bullish,3.6474,win,0.0,,,
v3_ema,BLURUSDT,1h,2026-04-22 19:58:52.579286+00:00,Continuation,Trending,0.8794,Bullish,-3.5539,loss,0.0,,,
v3_ema,STRKUSDT,4h,2026-04-22 15:59:44.830524+00:00,Continuation,Trending,0.8558,Bullish,2.4842,win,0.0,,,
v3_ema,币安人生USDT,15m,2026-04-16 05:10:33.955288+00:00,Continuation,Trending,0.7916,Bullish,2.4834,win,0.0,,,
v3_ema,币安人生USDT,15m,2026-04-28 09:11:16.333935+00:00,Continuation,Balanced,0.8724,Bullish,-1.3048,loss,0.0,,,
v3_ema,PIEVERSEUSDT,15m,2026-04-21 05:13:06.256524+00:00,Continuation,Trending,0.8173,Bullish,1.8468,win,0.0,,,
v3_ema,AAVEUSDT,1h,2026-04-15 11:55:50.955164+00:00,Continuation,Balanced,0.8887,Bullish,2.1462,win,0.0,,,
v3_ema,AAVEUSDT,1h,2026-04-21 03:56:51.789844+00:00,Continuation,Trending,0.864,Bullish,-1.5098,loss,0.0,,,
v3_ema,AAVEUSDT,4h,2026-04-27 03:57:34.172163+00:00,Continuation,Trending,0.9297,Bullish,-2.455,loss,0.0,,,
v3_ema,LDOUSDT,4h,2026-04-14 03:59:59.999000+00:00,Continuation,Trending,0.9026,Bullish,2.111,win,0.0,,,
v3_ema,LDOUSDT,4h,2026-04-15 15:55:23.878066+00:00,Continuation,Trending,0.9013,Bullish,7.9599,win,0.0,,,
v3_ema,LDOUSDT,4h,2026-04-16 19:59:59.999000+00:00,Continuation,Trending,0.8919,Bullish,-5.7266,loss,0.0,,,
v3_ema,LDOUSDT,1h,2026-04-18 23:54:57.462771+00:00,Continuation,Balanced,0.5104,Bearish,0.8104,win,0.0,,,
v3_ema,TURBOUSDT,1h,2026-04-18 18:59:48.924133+00:00,Continuation,Balanced,0.4973,Bearish,1.0211,win,0.0,,,
v3_ema,SLPUSDT,4h,2026-04-24 19:59:59.999000+00:00,Continuation,Trending,0.8904,Bullish,4.3156,win,0.0,,,
v3_ema,ETCUSDT,4h,2026-04-17 15:59:59.999000+00:00,Continuation,Trending,0.8572,Bullish,-0.5131,loss,0.0,,,
v3_ema,ALGOUSDT,1h,2026-04-05 13:57:07.699601+00:00,Continuation,Trending,0.8912,Bullish,-0.0792,loss,0.0,,,
v3_ema,ALGOUSDT,15m,2026-04-26 14:55:47.294101+00:00,Continuation,Balanced,0.862,Bullish,-0.4602,loss,0.0,,,
v3_ema,ALGOUSDT,24h,2026-04-26 23:59:37.848919+00:00,Continuation,Trending,0.8634,Bullish,-0.7506,loss,0.0,,,
v3_ema,GPSUSDT,15m,2026-04-29 06:56:11.155878+00:00,Continuation,Balanced,0.8678,Bullish,-0.0396,loss,0.0,,,
v3_ema,HYPERUSDT,15m,2026-04-25 21:59:59.999000+00:00,Continuation,Trending,0.8794,Bullish,-0.2717,loss,0.0,,,
v3_ema,HYPERUSDT,1h,2026-04-29 00:58:01.772927+00:00,Continuation,Balanced,0.8631,Bullish,-1.5362,loss,0.0,,,
v3_ema,ROSEUSDT,1h,2026-04-17 16:59:48.418007+00:00,Continuation,Balanced,0.9042,Bullish,-0.3322,loss,0.0,,,
v3_ema,ASTERUSDT,4h,2026-04-11 19:58:36.974992+00:00,Continuation,Balanced,0.8842,Bullish,-1.277,loss,0.0,,,
v3_ema,ASTERUSDT,1h,2026-04-14 13:56:58.409123+00:00,Continuation,Balanced,0.9079,Bullish,-1.2758,loss,0.0,,,
v3_ema,ARBUSDT,4h,2026-04-06 11:56:30.624019+00:00,Continuation,Trending,0.9083,Bullish,-3.2901,loss,0.0,,,
v3_ema,ARBUSDT,4h,2026-04-07 19:58:07.126140+00:00,Continuation,Trending,0.8852,Bullish,1.5844,win,0.0,,,
v3_ema,ARBUSDT,15m,2026-04-08 18:24:56.293476+00:00,Continuation,Ranging,0.8496,Bearish,0.2547,win,0.0,,,
v3_ema,ARBUSDT,15m,2026-04-09 17:28:58.830288+00:00,Continuation,Balanced,0.8292,Bearish,-0.2462,loss,0.0,,,
v3_ema,ARBUSDT,4h,2026-04-11 03:57:51.901254+00:00,Continuation,Trending,0.9015,Bullish,-4.4297,loss,0.0,,,
v3_ema,ARBUSDT,15m,2026-04-13 00:56:02.555028+00:00,Continuation,Ranging,0.8142,Bullish,-0.2331,loss,0.0,,,
v3_ema,ARBUSDT,15m,2026-04-17 03:58:46.026191+00:00,Continuation,Balanced,0.8215,Bullish,-0.3297,loss,0.0,,,
v3_ema,LISTAUSDT,4h,2026-04-18 15:56:41.645594+00:00,Continuation,Trending,0.8821,Bullish,-5.6584,loss,0.0,,,
v3_ema,UNIUSDT,1h,2026-04-16 15:59:03.950944+00:00,Continuation,Trending,0.8936,Bullish,-1.5055,loss,0.0,,,
v3_ema,UNIUSDT,4h,2026-04-22 07:55:28.153997+00:00,Continuation,Trending,0.8888,Bullish,-2.1553,loss,0.0,,,
v3_ema,REDUSDT,15m,2026-04-23 07:44:59.999000+00:00,Continuation,Trending,0.8053,Bullish,-2.0619,loss,0.0,,,
v3_ema,我踏马来了USDT,15m,2026-04-07 08:29:54.510201+00:00,Continuation,Ranging,0.8743,Bullish,-0.0756,loss,0.0,,,
v3_ema,我踏马来了USDT,4h,2026-04-08 07:57:26.669608+00:00,Continuation,Trending,0.8813,Bullish,8.9785,win,0.0,,,
v3_ema,我踏马来了USDT,4h,2026-04-10 23:57:47.299843+00:00,Continuation,Trending,0.8773,Bullish,0.2081,loss,0.0,,,
v3_ema,SANDUSDT,4h,2026-04-18 11:57:34.579849+00:00,Continuation,Trending,0.8449,Bearish,2.7512,win,0.0,,,
v3_ema,SANDUSDT,4h,2026-04-24 19:59:59.999000+00:00,Continuation,Trending,0.8557,Bullish,4.4939,win,0.0,,,
v3_ema,WIFUSDT,15m,2026-04-05 17:26:22.566118+00:00,Continuation,Ranging,0.3906,Bearish,-0.0152,loss,0.0,,,
v3_ema,WIFUSDT,4h,2026-04-06 11:56:30.624019+00:00,Continuation,Trending,0.8998,Bullish,-3.2943,loss,0.0,,,
v3_ema,WIFUSDT,1h,2026-04-07 19:58:07.126140+00:00,Continuation,Trending,0.8925,Bullish,0.7897,win,0.0,,,
v3_ema,WIFUSDT,1h,2026-04-09 15:56:58.765136+00:00,Continuation,Trending,0.8657,Bullish,2.0284,win,0.0,,,
v3_ema,WIFUSDT,1h,2026-04-29 07:58:12.459559+00:00,Continuation,Balanced,0.8991,Bullish,1.2279,win,0.0,,,
v3_ema,OPENUSDT,4h,2026-04-22 03:59:59.999000+00:00,Continuation,Trending,0.9001,Bullish,-1.8998,loss,0.0,,,
v3_ema,OPENUSDT,15m,2026-04-28 22:55:48.294758+00:00,Continuation,Balanced,0.7845,Bullish,-0.8765,loss,0.0,,,
v3_ema,OPENUSDT,15m,2026-04-28 23:26:20.649056+00:00,Continuation,Balanced,0.8383,Bullish,0.4947,win,0.0,,,
v3_ema,XPLUSDT,4h,2026-04-16 19:59:21.500080+00:00,Continuation,Trending,0.8616,Bullish,-4.528,loss,0.0,,,
v3_ema,CROSSUSDT,4h,2026-04-25 11:59:59.999000+00:00,Continuation,Trending,0.8755,Bullish,3.0618,win,0.0,,,
v3_ema,CROSSUSDT,15m,2026-04-25 20:44:59.999000+00:00,Continuation,Balanced,0.8663,Bullish,-1.0809,loss,0.0,,,
v3_ema,SOLVUSDT,1h,2026-04-12 07:59:12.509024+00:00,Continuation,Trending,0.8961,Bullish,1.3432,win,0.0,,,
v3_ema,SAFEUSDT,4h,2026-04-21 03:59:59.999000+00:00,Continuation,Trending,0.9012,Bullish,-0.8181,loss,0.0,,,
v3_ema,SAFEUSDT,4h,2026-04-25 03:59:59.999000+00:00,Continuation,Trending,0.8762,Bullish,6.1992,win,0.0,,,
v3_ema,SPACEUSDT,4h,2026-04-26 11:59:59.999000+00:00,Continuation,Trending,0.8821,Bullish,-6.3997,loss,0.0,,,
v3_ema,SPACEUSDT,1h,2026-04-26 20:59:59.999000+00:00,Continuation,Trending,0.8821,Bullish,-5.3208,loss,0.0,,,
v3_ema,SPACEUSDT,15m,2026-04-27 19:10:40.157332+00:00,Continuation,Ranging,0.8609,Bullish,1.0777,win,0.0,,,
v3_ema,VIRTUALUSDT,4h,2026-04-13 23:59:59.999000+00:00,Continuation,Trending,0.8825,Bullish,-4.4101,loss,0.0,,,
v3_ema,VIRTUALUSDT,4h,2026-04-16 15:59:03.950944+00:00,Continuation,Trending,0.8725,Bullish,1.555,win,0.0,,,
v3_ema,VIRTUALUSDT,4h,2026-04-22 07:59:59.999000+00:00,Continuation,Trending,0.8779,Bullish,-2.7187,loss,0.0,,,
v3_ema,APTUSDT,4h,2026-04-13 15:59:59.999000+00:00,Continuation,Trending,0.8673,Bullish,1.5148,win,0.0,,,
v3_ema,APTUSDT,1h,2026-04-18 18:59:48.924133+00:00,Continuation,Balanced,0.4877,Bearish,-0.0761,loss,0.0,,,
v3_ema,FARTCOINUSDT,15m,2026-04-05 20:40:27.025043+00:00,Continuation,Ranging,0.8764,Bullish,-0.5557,loss,0.0,,,
v3_ema,FARTCOINUSDT,15m,2026-04-06 08:42:52.265210+00:00,Continuation,Ranging,0.8781,Bullish,-0.723,loss,0.0,,,
v3_ema,FARTCOINUSDT,4h,2026-04-06 11:56:30.624019+00:00,Continuation,Trending,0.8818,Bullish,-4.898,loss,0.0,,,
v3_ema,FARTCOINUSDT,1h,2026-04-07 15:58:29.280560+00:00,Continuation,Balanced,0.8588,Bullish,2.7676,win,0.0,,,
v3_ema,FARTCOINUSDT,4h,2026-04-16 07:58:55.102134+00:00,Continuation,Trending,0.9071,Bullish,3.1251,win,0.0,,,
v3_ema,FARTCOINUSDT,4h,2026-04-27 03:57:34.172163+00:00,Continuation,Trending,0.9004,Bullish,-3.1431,loss,0.0,,,
v3_ema,ONDOUSDT,4h,2026-04-26 11:59:59.999000+00:00,Continuation,Trending,0.8921,Bullish,-2.3392,loss,0.0,,,
v3_ema,HYPEUSDT,1h,2026-04-08 07:57:26.669608+00:00,Continuation,Balanced,0.9067,Bullish,-0.1926,loss,0.0,,,
v3_ema,HYPEUSDT,1h,2026-04-13 16:57:21.952368+00:00,Continuation,Balanced,0.9133,Bullish,1.2357,win,0.0,,,
v3_ema,HYPEUSDT,1h,2026-04-22 02:57:37.826873+00:00,Continuation,Balanced,0.8589,Bullish,1.4911,win,0.0,,,
v3_ema,METUSDT,15m,2026-04-22 10:12:54.710473+00:00,Continuation,Balanced,0.8382,Bullish,-2.1523,loss,0.0,,,
v3_ema,RIVERUSDT,1h,2026-04-13 12:57:02.342941+00:00,Continuation,Trending,0.5003,Bearish,5.8086,win,0.0,,,
v3_ema,RIVERUSDT,1h,2026-04-15 07:56:32.291375+00:00,Continuation,Trending,0.8968,Bearish,-2.7626,loss,0.0,,,
v3_ema,RIVERUSDT,15m,2026-04-20 14:42:34.541982+00:00,Continuation,Balanced,0.8021,Bullish,3.2182,win,0.0,,,
v3_ema,RIVERUSDT,15m,2026-04-21 23:43:58.082840+00:00,Continuation,Balanced,0.7943,Bullish,0.6253,win,0.0,,,
v3_ema,XMRUSDT,1h,2026-04-08 12:58:27.663769+00:00,Continuation,Balanced,0.8533,Bullish,0.5472,win,0.0,,,
v3_ema,BUSDT,4h,2026-04-22 19:59:59.999000+00:00,Continuation,Trending,0.8794,Bullish,3.2843,win,0.0,,,
v3_ema,BULLAUSDT,15m,2026-04-05 22:59:59.999000+00:00,Continuation,Trending,0.8576,Bullish,-0.0851,loss,0.0,,,
