Strategy,EntryTimestamp,ExitTimestamp,Symbol,Timeframe,Setup,Regime,Volatility,Bias,Confidence,PnL_Pct,R_Multiple,Result,EMA30,EMA100,EntryPrice,FlowAlignment,VolumeZ15m,OIZ15m
v2_balanced_current,2026-04-21T23:59:22.417442+00:00,2026-04-22T05:58:31.963211+00:00,SOLUSDT,1h,Continuation,Balanced,Low,Bullish,0.8266,1.7736,1.56,win,85.46565,85.647848,85.984383,0.8101,2.5726,-0.4398
v2_balanced_current,2026-04-12T07:59:12.509024+00:00,2026-04-12T08:55:28.655817+00:00,SOLVUSDT,1h,Continuation,Trending,High,Bullish,0.8978,1.3432,0.495,win,0.00424,0.004283,0.004467,0.9311,0.9723,2.5697
v2_balanced_current,2026-04-24T10:26:30.037576+00:00,2026-04-24T10:57:02.690677+00:00,MAGMAUSDT,15m,Continuation,Balanced,High,Bullish,0.8675,0.9548,0.495,win,0.212766,0.201597,0.2214,0.6327,0.0,1.2599
v2_balanced_current,2026-04-15T11:55:50.955164+00:00,2026-04-15T14:59:16.573539+00:00,CRCLUSDT,1h,Continuation,Balanced,Low,Bullish,0.816,-1.7759,-1.0,loss,104.126552,97.320082,107.15,0.7112,-0.9022,1.3677
v2_balanced_current,2026-04-24T11:59:59.999000+00:00,2026-04-25T11:59:59.999000+00:00,SONICUSDT,4h,Continuation,Balanced,High,Bullish,0.8181,3.5784,1.495,win,0.035905,0.036017,0.0359,0.7011,0.0,0.0
v2_balanced_current,2026-04-25T12:59:59.999000+00:00,2026-04-25T13:59:59.999000+00:00,SONICUSDT,15m,Continuation,Balanced,High,Bullish,0.8983,2.6463,1.495,win,0.037242,0.037044,0.03771,0.9046,6.5364,0.2081
v2_balanced_current,2026-04-25T11:59:59.999000+00:00,2026-04-25T15:59:59.999000+00:00,CROSSUSDT,4h,Continuation,Trending,High,Bullish,0.8755,3.0618,0.495,win,0.103395,0.093175,0.12406,0.933,3.4823,0.0814
v2_balanced_current,2026-04-25T20:44:59.999000+00:00,2026-04-25T21:44:59.999000+00:00,CROSSUSDT,15m,Continuation,Balanced,High,Bullish,0.8663,-1.0809,-0.4776,loss,0.126005,0.12433,0.12675,0.65,-0.7153,1.0422
v2_balanced_current,2026-04-22T07:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,MASKUSDT,4h,Continuation,Trending,High,Bullish,0.8333,-1.0267,-0.297,loss,0.467958,0.451138,0.487,0.795,-0.4724,1.4208
v2_balanced_current,2026-04-23T08:22:28.319461+00:00,2026-04-26T23:59:37.848919+00:00,MASKUSDT,24h,Continuation,Trending,High,Bullish,0.8949,10.2893,1.495,win,0.443325,0.43437,0.501183,1.0,-1.1875,-0.5934
v2_balanced_current,2026-04-20T11:44:22.819123+00:00,2026-04-20T12:40:19.909975+00:00,SOONUSDT,15m,Continuation,Balanced,High,Bullish,0.8094,0.5683,0.7054,win,0.17819,0.175859,0.179024,0.7328,-0.1024,0.3524
v2_balanced_current,2026-04-22T18:57:48.173231+00:00,2026-04-22T19:43:35.879681+00:00,SOONUSDT,15m,Continuation,Ranging,High,Bullish,0.8413,-0.6199,-1.0,loss,0.174238,0.170905,0.1763,0.6346,-1.6321,0.4475
v2_balanced_current,2026-04-26T11:55:37.716802+00:00,2026-04-26T12:57:19.429954+00:00,SOONUSDT,15m,Continuation,Balanced,High,Bullish,0.8525,-1.0269,-0.5394,loss,0.188838,0.192987,0.190426,0.7433,-0.8327,1.02
v2_balanced_current,2026-04-13T16:59:59.999000+00:00,2026-04-13T23:59:59.999000+00:00,CRVUSDT,1h,Continuation,Balanced,High,Bullish,0.873,2.9328,1.495,win,0.210976,0.213793,0.213,0.9227,-0.3302,-0.2841
v2_balanced_current,2026-04-14T06:59:21.800171+00:00,2026-04-14T08:10:38.025404+00:00,CRVUSDT,15m,Continuation,Ranging,High,Bullish,0.8603,-0.2536,-0.4247,loss,0.217163,0.214602,0.218,0.9487,2.4807,0.7852
v2_balanced_current,2026-04-14T21:40:31.955327+00:00,2026-04-15T00:13:14.097617+00:00,CRVUSDT,15m,Continuation,Ranging,High,Bullish,0.827,1.0099,1.495,win,0.214552,0.215556,0.214348,0.7724,1.9973,1.09
v2_balanced_current,2026-04-28T13:29:32.842533+00:00,2026-04-28T14:41:01.321135+00:00,CRVUSDT,15m,Continuation,Balanced,High,Bullish,0.8408,-0.4405,-0.4444,loss,0.226682,0.227603,0.227,0.6333,0.6047,1.6528
v2_balanced_current,2026-04-26T11:59:59.999000+00:00,2026-04-26T15:59:59.999000+00:00,SPACEUSDT,4h,Continuation,Trending,High,Bullish,0.8821,-6.3997,-1.0,loss,0.006385,0.006038,0.00704,0.9639,2.1345,-0.1437
v2_balanced_current,2026-04-26T20:59:59.999000+00:00,2026-04-26T23:59:59.999000+00:00,SPACEUSDT,1h,Continuation,Trending,High,Bullish,0.8844,-5.3208,-1.0,loss,0.006895,0.006651,0.007519,0.9204,-0.4335,-1.7348
v2_balanced_current,2026-04-08T21:13:18.119360+00:00,2026-04-08T22:14:24.950680+00:00,CTSIUSDT,15m,Continuation,Ranging,High,Bullish,0.7876,-0.5493,-1.0,loss,0.032229,0.032468,0.03225,0.6942,0.6435,0.8784
v2_balanced_current,2026-04-22T17:59:59.999000+00:00,2026-04-22T21:59:59.999000+00:00,SPKUSDT,1h,Continuation,Trending,High,Bullish,0.8879,11.804,1.495,win,0.031011,0.028164,0.03672,0.8669,-1.6425,-0.3587
v3_1_candidate,2026-04-25T12:59:59.999000+00:00,2026-04-25T13:59:59.999000+00:00,SONICUSDT,15m,Continuation,Balanced,High,Bullish,0.8983,2.6463,1.495,win,0.037242,0.037044,0.03771,0.9046,6.5364,0.2081
v3_1_candidate,2026-04-23T08:22:28.319461+00:00,2026-04-26T23:59:37.848919+00:00,MASKUSDT,24h,Continuation,Trending,High,Bullish,0.8949,10.2893,1.495,win,0.443325,0.43437,0.501183,1.0,2.7353,9.2681
v3_1_candidate,2026-04-23T10:42:36.268692+00:00,2026-04-23T11:43:41.255169+00:00,SOONUSDT,15m,Continuation,Balanced,High,Bullish,0.883,0.5512,0.495,win,0.182134,0.177566,0.1841,1.0,3.2194,1.3342
v3_1_candidate,2026-04-14T06:59:21.800171+00:00,2026-04-14T08:10:38.025404+00:00,CRVUSDT,15m,Continuation,Ranging,High,Bullish,0.8603,-0.2536,-0.4247,loss,0.217163,0.214602,0.218,0.9487,2.4807,0.7852
v3_1_candidate,2026-04-16T15:43:45.961126+00:00,2026-04-16T16:55:22.256810+00:00,HBARUSDT,15m,Continuation,Ranging,High,Bullish,0.8746,-0.2945,-0.4101,loss,0.087883,0.087295,0.08829,0.9376,2.6964,1.7935
v3_1_candidate,2026-04-22T13:59:59.999000+00:00,2026-04-22T14:44:59.999000+00:00,SPKUSDT,15m,Continuation,Trending,High,Bullish,0.8759,2.4443,0.495,win,0.031497,0.030244,0.03335,0.9241,8.0227,2.4216
v3_1_candidate,2026-04-16T23:59:32.515981+00:00,2026-04-19T23:56:56.396337+00:00,DOGEUSDT,24h,Continuation,Trending,High,Bullish,0.9075,-5.5915,-1.0,loss,0.093084,0.092588,0.099212,1.0,-0.3788,0.004
v3_1_candidate,2026-04-29T00:27:29.677948+00:00,2026-04-29T01:28:34.589042+00:00,DOGEUSDT,15m,Continuation,Ranging,High,Bullish,0.8365,-0.0602,-0.1682,loss,0.099409,0.099178,0.09963,0.7977,1.7886,0.7166
v3_1_candidate,2026-04-17T12:55:51.485455+00:00,2026-04-17T13:56:51.429092+00:00,DOTUSDT,15m,Continuation,Ranging,Medium,Bullish,0.8653,1.1115,1.535,win,1.31221,1.297784,1.32,0.9869,1622379123729988.8,1.6048
v3_1_candidate,2026-04-22T03:58:41.377898+00:00,2026-04-22T05:10:09.546716+00:00,EDGEUSDT,15m,Continuation,Balanced,Medium,Bullish,0.8649,1.9715,1.535,win,1.36623,1.358376,1.39385,0.9245,11891210000000.893,2.0997
v3_1_candidate,2026-05-06T15:44:35.278112+00:00,2026-05-07T08:09:46.280679+00:00,1000BONKUSDT,24h,Continuation,Trending,High,Bullish,0.9104,2.5477,0.3371,open,0.006147,0.005932,0.006712,0.9889,0.1882,1.567
v3_1_candidate,2026-04-16T23:59:32.515981+00:00,2026-04-19T23:56:56.396337+00:00,1000SHIBUSDT,24h,Continuation,Trending,High,Bullish,0.9082,-5.6181,-1.0,loss,0.005946,0.005937,0.006266,1.0,-0.6745,-0.1889
v3_1_candidate,2026-04-18T05:56:01.813294+00:00,2026-04-18T06:41:49.955965+00:00,ENAUSDT,15m,Continuation,Ranging,High,Bullish,0.8413,0.3417,0.495,win,0.124507,0.120938,0.124808,0.8765,2.1673,1.58
v3_1_candidate,2026-04-25T01:44:08.544453+00:00,2026-04-25T05:12:49.116208+00:00,ENAUSDT,15m,Continuation,Ranging,High,Bullish,0.8525,0.4378,0.8458,win,0.108476,0.108221,0.10909,0.8711,8.0792,1.0647
v3_1_candidate,2026-04-26T16:28:31.162347+00:00,2026-04-26T18:57:49.482887+00:00,IPUSDT,15m,Continuation,Ranging,Medium,Bullish,0.8617,0.8299,1.535,win,0.532535,0.525924,0.537073,0.8855,46857126949999.48,1.001
v3_1_candidate,2026-04-28T19:11:40.551423+00:00,2026-04-28T20:12:52.467473+00:00,KATUSDT,15m,Continuation,Balanced,High,Bullish,0.8094,-1.0217,-1.0,loss,0.011493,0.011485,0.01164,0.7653,2.7541,1.2054
v3_1_candidate,2026-04-25T14:27:45.587486+00:00,2026-04-25T15:28:51.699736+00:00,ALGOUSDT,15m,Continuation,Balanced,High,Bullish,0.8631,-0.2582,-0.2917,loss,0.114845,0.111984,0.1162,0.8553,1.0441,2.4609
v3_1_candidate,2026-04-18T23:14:13.311824+00:00,2026-04-19T00:25:36.149222+00:00,APEUSDT,15m,Continuation,Balanced,High,Bullish,0.8531,-0.5539,-0.391,loss,0.105626,0.105153,0.1068,0.8642,1.2474,2.4076
v3_1_candidate,2026-04-16T23:59:32.515981+00:00,2026-04-21T23:59:22.417442+00:00,LINKUSDT,24h,Continuation,Trending,Medium,Bullish,0.904,-2.0835,-0.3117,loss,8.977838,8.894552,9.594814,0.9745,-1.0316,-0.9267
v3_1_candidate,2026-04-27T04:58:39.847155+00:00,2026-04-27T05:29:12.826355+00:00,GENIUSUSDT,15m,Continuation,Ranging,Medium,Bullish,0.802,-0.6345,-1.0,loss,0.588739,0.584315,0.5944,0.7552,1.4072,0.4295
v3_1_candidate,2026-04-28T23:26:20.649056+00:00,2026-04-28T23:41:39.904205+00:00,OPENUSDT,15m,Continuation,Balanced,High,Bullish,0.8383,0.4947,0.495,win,0.259004,0.257954,0.2616,0.8241,1.2571,2.1049
v3_1_candidate,2026-04-28T08:55:56.588794+00:00,2026-04-28T09:57:09.555167+00:00,ORCAUSDT,15m,Continuation,Balanced,Medium,Bullish,0.877,-0.1935,-0.0755,loss,1.502628,1.461874,1.55,0.9053,1.3733,0.5547
v3_1_candidate,2026-04-16T07:58:55.102134+00:00,2026-04-16T08:14:13.994498+00:00,WLDUSDT,15m,Continuation,Ranging,High,Bullish,0.895,-0.7118,-1.0,loss,0.308261,0.304539,0.310626,0.8916,3.6829,3.4109
v3_1_candidate,2026-04-16T23:59:32.515981+00:00,2026-04-21T23:59:22.417442+00:00,XRPUSDT,24h,Continuation,Trending,High,Bullish,0.884,-1.3705,-0.2893,loss,1.355182,1.346164,1.452772,0.9289,5.3333,1.9789
v3_1_candidate,2026-04-28T09:11:16.333935+00:00,2026-04-28T11:13:47.345444+00:00,币安人生USDT,15m,Continuation,Balanced,High,Bullish,0.8724,-1.3048,-1.0,loss,0.36715,0.362939,0.36977,0.9149,6.4844,2.2124
