Strategy,EntryTimestamp,ExitTimestamp,Symbol,Timeframe,Setup,Regime,Volatility,Bias,Confidence,PnL_Pct,R_Multiple,Result,EMA30,EMA100,EntryPrice,FlowAlignment,VolumeZ15m,OIZ15m
v2_balanced_current,2026-04-21T11:55:16.329497+00:00,2026-04-21T19:59:42.988141+00:00,PENGUUSDT,4h,Continuation,Trending,High,Bullish,0.9018,-4.6467,-1.0,loss,0.007323,0.006889,0.007843,0.9663,-0.1343,0.352
v2_balanced_current,2026-04-26T11:55:37.716802+00:00,2026-04-26T19:59:59.999000+00:00,PENGUUSDT,4h,Continuation,Trending,High,Bullish,0.8971,-4.0542,-1.0,loss,0.008368,0.007596,0.008988,1.0,0.2391,-1.8601
v2_balanced_current,2026-04-07T14:26:43.978041+00:00,2026-04-07T15:12:35.328078+00:00,WIFUSDT,15m,Continuation,Balanced,High,Bullish,0.8562,-0.8042,-1.0,loss,0.178952,0.179174,0.179935,0.8775,0.9306,0.8916
v2_balanced_current,2026-04-09T19:57:03.788087+00:00,2026-04-10T11:57:29.756927+00:00,WIFUSDT,4h,Continuation,Trending,High,Bullish,0.8169,-2.0527,-0.5146,loss,0.187646,0.181695,0.199291,0.7602,0.5521,1.314
v2_balanced_current,2026-04-29T07:58:12.459559+00:00,2026-04-29T09:57:52.457415+00:00,WIFUSDT,1h,Continuation,Balanced,High,Bullish,0.9006,1.1881,1.495,win,0.178549,0.179248,0.182,0.9224,6.3008,1.7985
v2_balanced_current,2026-04-22T03:12:54.160871+00:00,2026-04-22T03:43:24.919464+00:00,PHBUSDT,15m,Continuation,Balanced,High,Bullish,0.8287,-0.7776,-1.0,loss,0.113282,0.115477,0.1141,0.8004,2.4039,1.3589
v2_balanced_current,2026-04-11T04:59:10.916537+00:00,2026-04-11T08:59:16.633361+00:00,WLDUSDT,1h,Continuation,Balanced,High,Bullish,0.842,-0.5295,-0.2604,loss,0.274722,0.264795,0.2833,0.8514,0.3002,0.2194
v2_balanced_current,2026-04-13T19:56:25.061984+00:00,2026-04-14T19:58:38.393843+00:00,WLDUSDT,4h,Continuation,Trending,High,Bullish,0.7974,3.2308,0.5989,win,0.282353,0.263509,0.3002,0.7214,2.4237,1.3556
v2_balanced_current,2026-04-20T08:56:22.985913+00:00,2026-04-20T11:59:37.836299+00:00,GWEIUSDT,1h,Continuation,Trending,High,Bullish,0.8084,-4.1878,-1.0,loss,0.105241,0.09337,0.109363,0.7005,0.0,2.9569
v2_balanced_current,2026-04-21T18:58:32.481793+00:00,2026-04-21T20:55:52.767224+00:00,GWEIUSDT,1h,Continuation,Trending,High,Bullish,0.9115,-6.0164,-1.0,loss,0.106394,0.098331,0.12551,0.9051,1.9864,0.7934
v2_balanced_current,2026-04-21T05:13:06.256524+00:00,2026-04-21T06:44:42.358377+00:00,PIEVERSEUSDT,15m,Continuation,Trending,High,Bullish,0.8173,1.8468,0.646,win,0.993338,0.977757,1.0514,0.7532,0.0,0.5828
v2_balanced_current,2026-04-12T19:59:42.630988+00:00,2026-04-13T23:56:29.181229+00:00,PIPPINUSDT,4h,Continuation,Trending,High,Bearish,0.9084,3.5946,0.495,win,0.030417,0.032482,0.026665,1.0,-0.7946,0.0993
v2_balanced_current,2026-04-24T19:59:59.999000+00:00,2026-04-24T23:59:59.999000+00:00,PIPPINUSDT,4h,Continuation,Trending,High,Bullish,0.8839,3.121,0.545,win,0.02549,0.028103,0.02668,0.8903,6.5149,0.7524
v2_balanced_current,2026-04-14T13:56:58.409123+00:00,2026-04-14T14:58:08.947593+00:00,ASTERUSDT,1h,Continuation,Balanced,Medium,Bullish,0.9085,-1.2758,-1.0,loss,0.672989,0.66813,0.686902,1.0,-0.4395,-1.2716
v2_balanced_current,2026-04-22T19:59:59.999000+00:00,2026-04-23T03:59:59.999000+00:00,HEMIUSDT,4h,Continuation,Trending,High,Bullish,0.906,-4.1248,-1.0,loss,0.007529,0.00744,0.007964,0.8839,0.0,0.0
v2_balanced_current,2026-04-07T15:58:29.280560+00:00,2026-04-07T18:57:00.447602+00:00,XAGUSDT,15m,Continuation,Balanced,Low,Bullish,0.8239,0.7761,0.9053,win,71.722639,72.025191,71.397639,0.7216,-0.0924,0.327
v2_balanced_current,2026-04-14T15:59:13.419632+00:00,2026-04-15T07:56:32.291375+00:00,XAGUSDT,4h,Continuation,Balanced,Low,Bullish,0.8893,1.001,0.56,win,75.709613,74.186915,79.116647,0.9438,-0.6789,2.617
v2_balanced_current,2026-04-22T07:59:59.999000+00:00,2026-04-22T11:59:59.999000+00:00,AVNTUSDT,4h,Continuation,Trending,High,Bullish,0.8838,2.0032,0.495,win,0.136636,0.136395,0.148,0.8736,-0.451,-0.0496
v2_balanced_current,2026-04-24T07:59:59.999000+00:00,2026-04-24T23:59:59.999000+00:00,AVNTUSDT,4h,Continuation,Trending,High,Bullish,0.8215,-0.7879,-0.1338,loss,0.142058,0.138521,0.1523,0.7795,0.0,0.4914
v2_balanced_current,2026-04-24T15:59:59.999000+00:00,2026-04-25T03:59:59.999000+00:00,AXSUSDT,4h,Continuation,Balanced,Medium,Bullish,0.8663,3.6434,1.535,win,1.106059,1.107618,1.124,0.8968,0.0,0.0
v2_balanced_current,2026-04-26T19:28:36.871381+00:00,2026-04-26T21:11:38.323717+00:00,AXSUSDT,15m,Continuation,Balanced,Medium,Bullish,0.8336,2.1445,1.535,win,1.398326,1.439591,1.405,0.7264,0.0,1.1452
v2_balanced_current,2026-04-27T14:13:33.801284+00:00,2026-04-27T15:24:57.931765+00:00,AXSUSDT,15m,Continuation,Balanced,Medium,Bullish,0.8639,0.7818,0.585,win,1.385221,1.401896,1.411,0.9743,4.2207,0.8579
v2_balanced_current,2026-04-20T19:59:59.999000+00:00,2026-04-21T11:59:59.999000+00:00,XLMUSDT,4h,Continuation,Trending,High,Bullish,0.8863,4.3089,1.495,win,0.167505,0.161138,0.17341,0.8758,-0.6745,0.0075
v2_balanced_current,2026-04-26T11:55:37.716802+00:00,2026-04-26T15:57:38.304963+00:00,XLMUSDT,1h,Continuation,Ranging,High,Bullish,0.8589,-0.1508,-0.2118,loss,0.170825,0.172261,0.17131,0.947,0.1625,-3.4463
v2_balanced_current,2026-04-08T11:59:59.999000+00:00,2026-04-08T23:59:59.999000+00:00,HOLOUSDT,4h,Continuation,Trending,High,Bullish,0.8987,-3.1102,-1.0,loss,0.054251,0.053806,0.05707,0.9237,0.0,0.0
v2_balanced_current,2026-04-09T19:59:59.999000+00:00,2026-04-10T07:59:59.999000+00:00,HOLOUSDT,4h,Continuation,Trending,High,Bullish,0.8824,-3.7608,-1.0,loss,0.055481,0.054295,0.05923,0.9682,0.0,0.0
v2_balanced_current,2026-04-09T20:58:16.172320+00:00,2026-04-10T00:58:27.719675+00:00,XMRUSDT,1h,Continuation,Trending,Low,Bullish,0.8872,-1.7825,-0.8336,loss,335.384405,333.079229,350.813071,0.8332,1.702,0.2615
v2_balanced_current,2026-04-20T23:57:39.152752+00:00,2026-04-21T23:59:22.417442+00:00,XMRUSDT,24h,Continuation,Trending,Low,Bullish,0.8126,2.7178,0.56,win,335.156544,328.315816,353.55,0.7292,-0.6745,2.6739
v2_balanced_current,2026-04-20T22:10:47.105858+00:00,2026-04-20T22:56:33.184607+00:00,PORTALUSDT,15m,Continuation,Balanced,High,Bullish,0.8195,0.8688,0.495,win,0.013394,0.01258,0.01392,0.6664,-0.5353,0.4617
v2_balanced_current,2026-04-16T19:59:21.500080+00:00,2026-04-17T07:57:07.469023+00:00,XPLUSDT,4h,Continuation,Trending,High,Bullish,0.8616,-4.528,-1.0,loss,0.132806,0.126749,0.140834,0.9535,1.1831,0.7733
v2_balanced_current,2026-04-21T07:59:59.999000+00:00,2026-04-21T11:59:59.999000+00:00,HUMAUSDT,4h,Continuation,Trending,High,Bullish,0.8637,2.5326,0.495,win,0.019439,0.019238,0.020414,0.8616,0.0,0.0
v2_balanced_current,2026-04-26T00:14:59.999000+00:00,2026-04-26T00:29:59.999000+00:00,PRLUSDT,15m,Continuation,Balanced,High,Bullish,0.869,-1.354,-1.0,loss,0.210031,0.212245,0.2089,0.9003,4.4701,1.5104
v2_balanced_current,2026-04-27T19:59:59.999000+00:00,2026-04-27T20:59:59.999000+00:00,PRLUSDT,15m,Continuation,Trending,High,Bullish,0.8336,-6.09,-1.0,loss,0.304167,0.273014,0.3165,0.6574,-0.1692,0.7393
v2_balanced_current,2026-04-28T18:25:52.681002+00:00,2026-04-28T19:26:59.389444+00:00,PRLUSDT,15m,Continuation,Balanced,High,Bullish,0.8223,-0.9346,-0.4069,loss,0.352823,0.339286,0.3531,0.6839,0.0,1.6818
v2_balanced_current,2026-04-16T23:59:32.515981+00:00,2026-04-21T23:59:22.417442+00:00,XRPUSDT,24h,Continuation,Trending,High,Bullish,0.884,-1.3705,-0.2893,loss,1.355182,1.346164,1.452772,0.9289,0.18,0.0146
v2_balanced_current,2026-04-28T23:56:54.234221+00:00,2026-04-29T23:59:59.999000+00:00,HUSDT,4h,Continuation,Trending,High,Bullish,0.8816,-1.1305,-0.1496,loss,0.147595,0.127953,0.18134,0.8657,-0.4677,0.0195
v2_balanced_current,2026-04-25T21:59:59.999000+00:00,2026-04-25T23:29:59.999000+00:00,HYPERUSDT,15m,Continuation,Trending,High,Bullish,0.8794,-0.2717,-0.0483,loss,0.155992,0.134891,0.16193,0.7024,-0.0349,0.2826
v2_balanced_current,2026-04-08T07:57:26.669608+00:00,2026-04-08T13:59:38.044817+00:00,HYPEUSDT,1h,Continuation,Balanced,Low,Bullish,0.878,-0.1926,-0.1127,loss,37.610043,36.873433,39.289,0.901,1.4378,-0.8095
v2_balanced_current,2026-04-13T11:55:32.356032+00:00,2026-04-13T23:56:29.181229+00:00,HYPEUSDT,4h,Continuation,Trending,Low,Bullish,0.8094,4.4105,1.56,win,40.532891,38.499003,41.792,0.7051,-0.2462,0.924
v2_balanced_current,2026-04-13T23:56:29.181229+00:00,2026-04-14T15:59:13.419632+00:00,PUMPUSDT,4h,Continuation,Trending,High,Bullish,0.8661,-0.9499,-0.2259,loss,0.001813,0.001764,0.001922,0.9779,1.4674,2.4076
v2_balanced_current,2026-04-25T18:44:59.999000+00:00,2026-04-25T20:29:59.999000+00:00,YGGUSDT,15m,Continuation,Balanced,High,Bullish,0.8254,0.6531,0.5693,win,0.043604,0.044202,0.04371,0.6552,0.119,0.9016
v2_balanced_current,2026-04-25T23:14:59.999000+00:00,2026-04-26T00:14:59.999000+00:00,YGGUSDT,15m,Continuation,Balanced,High,Bullish,0.8466,-1.2277,-1.0,loss,0.043801,0.044111,0.04416,0.762,0.4976,1.1834
v2_balanced_current,2026-04-10T09:13:56.356313+00:00,2026-04-10T09:59:57.933556+00:00,BASEDUSDT,15m,Continuation,Balanced,High,Bullish,0.801,-0.9668,-1.0,loss,0.054727,0.055877,0.0553,0.6389,0.0409,1.0491
v2_balanced_current,2026-04-12T15:59:35.883861+00:00,2026-04-12T19:59:42.630988+00:00,BASEDUSDT,1h,Continuation,Trending,High,Bullish,0.9041,-1.1183,-0.259,loss,0.0561,0.055539,0.059839,0.7344,-0.0243,2.95
v2_balanced_current,2026-04-21T07:59:59.999000+00:00,2026-04-21T23:59:59.999000+00:00,IMXUSDT,4h,Continuation,Trending,High,Bullish,0.9017,-1.1442,-0.2987,loss,0.162482,0.155289,0.1748,0.9441,-0.6745,0.519
v2_balanced_current,2026-04-22T07:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,IMXUSDT,4h,Continuation,Trending,High,Bullish,0.9019,-0.667,-0.1536,loss,0.166643,0.157512,0.1799,0.9417,-0.6745,0.519
v2_balanced_current,2026-04-17T16:59:48.418007+00:00,2026-04-17T21:59:42.774240+00:00,QTUMUSDT,1h,Continuation,Balanced,Medium,Bullish,0.8572,-0.3598,-0.2638,loss,0.950748,0.948055,0.962462,0.8528,3.5605,-0.0829
v2_balanced_current,2026-04-23T11:59:59.999000+00:00,2026-04-24T01:59:59.999000+00:00,ZBTUSDT,1h,Continuation,Trending,High,Bullish,0.8701,6.3354,1.495,win,0.103503,0.104986,0.10988,0.876,0.1002,0.5809
v2_balanced_current,2026-04-24T03:59:59.999000+00:00,2026-04-24T19:59:59.999000+00:00,ZBTUSDT,4h,Continuation,Trending,High,Bullish,0.9043,9.1211,1.495,win,0.109398,0.111904,0.12019,0.9445,0.4582,-2.0661
v2_balanced_current,2026-04-13T23:59:59.999000+00:00,2026-04-14T15:59:59.999000+00:00,INJUSDT,4h,Continuation,Trending,Medium,Bullish,0.8751,-1.7676,-0.6161,loss,2.976501,3.007112,3.055,0.9231,0.0,0.0
v2_balanced_current,2026-04-15T11:59:59.999000+00:00,2026-04-15T19:59:59.999000+00:00,INJUSDT,4h,Continuation,Balanced,Medium,Bullish,0.8534,3.9094,1.535,win,2.989401,3.006796,3.05,0.8343,0.0,0.0
v2_balanced_current,2026-04-16T03:59:59.999000+00:00,2026-04-16T15:59:59.999000+00:00,INJUSDT,4h,Continuation,Trending,Medium,Bullish,0.8601,1.9055,0.535,win,3.046607,3.023936,3.318,0.8923,0.0,0.0
v2_balanced_current,2026-04-25T15:59:26.047331+00:00,2026-04-26T07:59:59.999000+00:00,INJUSDT,4h,Continuation,Trending,Medium,Bullish,0.9103,4.857,1.56,win,3.36678,3.228653,3.603,0.9899,3.6373,-2.3534
v2_balanced_current,2026-04-26T15:26:41.439582+00:00,2026-04-26T16:28:31.162347+00:00,INJUSDT,15m,Continuation,Balanced,Low,Bullish,0.8498,-0.1451,-0.1667,loss,3.654781,3.610064,3.661313,0.6441,-0.7652,1.1771
v2_balanced_current,2026-04-25T08:56:44.653847+00:00,2026-04-25T09:57:49.020914+00:00,QUSDT,15m,Continuation,Balanced,High,Bullish,0.8131,-1.3417,-1.0,loss,0.010626,0.010633,0.010741,0.6659,0.4766,1.7191
v2_balanced_current,2026-04-22T23:58:03.463659+00:00,2026-04-26T23:59:37.848919+00:00,BCHUSDT,24h,Continuation,Trending,Low,Bullish,0.8503,-1.224,-0.2648,loss,442.946413,441.689493,460.293991,0.9304,-0.6863,-2.4146
v2_balanced_current,2026-04-08T11:59:59.999000+00:00,2026-04-10T03:59:59.999000+00:00,INXUSDT,4h,Continuation,Trending,High,Bullish,0.8366,2.4685,0.495,win,0.011823,0.01173,0.012503,0.7381,0.0,0.0
v2_balanced_current,2026-04-12T11:59:59.999000+00:00,2026-04-12T15:59:59.999000+00:00,INXUSDT,4h,Continuation,Trending,High,Bullish,0.8803,6.3336,1.545,win,0.01243,0.012054,0.0134,0.9675,0.0,0.0
v2_balanced_current,2026-04-08T11:59:59.999000+00:00,2026-04-09T07:59:59.999000+00:00,RAVEUSDT,4h,Continuation,Trending,High,Bullish,0.9014,11.384,1.495,win,0.259619,0.254519,0.29581,0.9368,0.0,0.0
v2_balanced_current,2026-04-22T09:57:37.141105+00:00,2026-04-22T10:29:59.999000+00:00,RAVEUSDT,15m,Continuation,Trending,Medium,Bullish,0.798,-2.7946,-1.0,loss,1.404709,1.453691,1.401522,0.6718,0.0,0.3529
v2_balanced_current,2026-04-24T08:14:16.909762+00:00,2026-04-24T09:25:27.760758+00:00,RAVEUSDT,15m,Continuation,Trending,High,Bullish,0.8149,-2.8591,-1.0,loss,1.018644,1.035858,1.03261,0.6776,0.0,1.564
v2_balanced_current,2026-04-29T17:59:59.999000+00:00,2026-04-30T01:59:59.999000+00:00,ZEREBROUSDT,1h,Continuation,Trending,High,Bullish,0.9036,11.4018,1.495,win,0.021611,0.018492,0.025515,0.9081,0.0,0.4385
v2_balanced_current,2026-04-21T03:59:59.999000+00:00,2026-04-21T19:59:59.999000+00:00,RAYSOLUSDT,4h,Continuation,Trending,High,Bullish,0.8659,-1.0436,-0.317,loss,0.653015,0.654787,0.6612,0.9251,0.0,0.0
v2_balanced_current,2026-04-22T07:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,RAYSOLUSDT,4h,Continuation,Trending,High,Bullish,0.8977,-2.6543,-0.9034,loss,0.658316,0.656357,0.6819,0.9047,0.0,0.0
v2_balanced_current,2026-04-21T15:55:02.532234+00:00,2026-04-22T07:55:28.153997+00:00,BIOUSDT,4h,Continuation,Trending,High,Bullish,0.8409,-5.9554,-0.8119,loss,0.029236,0.029766,0.030826,0.8579,1.8332,0.1331
v2_balanced_current,2026-04-23T07:44:59.999000+00:00,2026-04-23T08:44:59.999000+00:00,REDUSDT,15m,Continuation,Trending,High,Bullish,0.8053,-2.0619,-0.5433,loss,0.131889,0.130666,0.1358,0.6271,0.1579,0.8877
v2_balanced_current,2026-04-28T15:59:59.999000+00:00,2026-04-28T19:59:59.999000+00:00,ZKPUSDT,4h,Continuation,Trending,High,Bullish,0.8694,9.4951,1.495,win,0.080764,0.0747,0.09366,0.9052,0.0,0.0
v2_balanced_current,2026-04-19T14:11:16.889975+00:00,2026-04-19T14:41:54.186198+00:00,BLURUSDT,15m,Continuation,Balanced,High,Bullish,0.8474,3.6474,1.495,win,0.030577,0.028579,0.0311,0.7366,-0.3065,1.5874
v2_balanced_current,2026-04-22T19:58:52.579286+00:00,2026-04-22T21:55:55.618045+00:00,BLURUSDT,1h,Continuation,Trending,High,Bullish,0.8824,-3.5539,-1.0,loss,0.032645,0.03115,0.035735,1.0,-0.1795,0.2769
v2_balanced_current,2026-04-22T07:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,JTOUSDT,4h,Continuation,Trending,High,Bullish,0.8369,-3.6794,-0.7674,loss,0.331955,0.329894,0.3506,0.7764,-0.6745,-0.3895
v2_balanced_current,2026-04-20T14:42:34.541982+00:00,2026-04-20T16:29:32.714772+00:00,RIVERUSDT,15m,Continuation,Balanced,Low,Bullish,0.8021,3.2182,1.56,win,5.056032,5.508141,5.115187,0.7277,-0.6017,0.853
v2_balanced_current,2026-04-21T23:43:58.082840+00:00,2026-04-21T23:59:22.417442+00:00,RIVERUSDT,15m,Continuation,Balanced,Low,Bullish,0.7943,0.6253,0.61,win,5.666873,5.613196,5.673,0.6226,-0.6898,1.515
v2_balanced_current,2026-04-14T15:59:13.419632+00:00,2026-04-14T19:58:38.393843+00:00,BNBUSDT,4h,Continuation,Balanced,Low,Bullish,0.8822,-1.3346,-1.0,loss,605.816971,601.981864,624.03,0.903,-0.0985,0.834
v2_balanced_current,2026-04-16T05:10:33.955288+00:00,2026-04-16T06:57:43.392789+00:00,币安人生USDT,15m,Continuation,Trending,High,Bullish,0.7916,2.4834,0.7916,win,0.336454,0.330813,0.3387,0.6957,0.0,1.0203
v2_balanced_current,2026-04-28T09:11:16.333935+00:00,2026-04-28T11:13:47.345444+00:00,币安人生USDT,15m,Continuation,Balanced,High,Bullish,0.8724,-1.3048,-1.0,loss,0.36715,0.362939,0.36977,0.9149,6.4844,2.2124
v2_balanced_current,2026-04-25T07:40:22.765510+00:00,2026-04-25T07:55:37.778942+00:00,KATUSDT,15m,Continuation,Trending,High,Bullish,0.857,-3.5612,-1.0,loss,0.023822,0.021774,0.02443,0.7763,0.2524,0.7785
v2_balanced_current,2026-04-28T19:11:40.551423+00:00,2026-04-28T20:12:52.467473+00:00,KATUSDT,15m,Continuation,Balanced,High,Bullish,0.8094,-1.0217,-1.0,loss,0.011493,0.011485,0.01164,0.7653,2.7541,1.2054
v2_balanced_current,2026-04-12T11:59:28.422183+00:00,2026-04-13T03:59:42.780719+00:00,BRUSDT,4h,Continuation,Trending,High,Bullish,0.8972,-3.6649,-0.5555,loss,0.117198,0.12508,0.12306,1.0,0.2778,1.0182
v2_balanced_current,2026-04-12T15:59:35.883861+00:00,2026-04-21T15:59:59.999000+00:00,KITEUSDT,4h,Continuation,Trending,High,Bullish,0.8136,7.6236,1.495,win,0.132677,0.140334,0.13248,0.7244,-0.3168,0.2909
v2_balanced_current,2026-04-27T03:59:59.999000+00:00,2026-04-27T11:59:59.999000+00:00,KITEUSDT,4h,Continuation,Trending,High,Bullish,0.8774,-4.9689,-1.0,loss,0.146923,0.143888,0.15564,0.9038,-0.2103,-1.1968
v2_balanced_current,2026-04-22T20:59:57.541650+00:00,2026-04-23T01:59:59.999000+00:00,BSBUSDT,1h,Continuation,Trending,High,Bullish,0.8485,-0.2036,-0.0316,loss,0.316714,0.279269,0.357257,0.7921,-0.5227,0.2228
v2_balanced_current,2026-04-21T03:59:59.999000+00:00,2026-04-21T19:59:59.999000+00:00,SAFEUSDT,4h,Continuation,Trending,High,Bullish,0.9012,-0.8181,-0.208,loss,0.150326,0.150102,0.1589,0.9226,0.0,0.0
v2_balanced_current,2026-04-25T03:59:59.999000+00:00,2026-04-25T07:59:59.999000+00:00,SAFEUSDT,4h,Continuation,Trending,High,Bullish,0.8762,6.1992,1.52,win,0.152287,0.151546,0.1592,0.9445,0.0,0.0
v2_balanced_current,2026-04-22T15:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,SAHARAUSDT,4h,Continuation,Trending,High,Bullish,0.9007,-3.2138,-1.0,loss,0.021562,0.021566,0.02247,0.9234,0.0,0.0
v2_balanced_current,2026-04-17T23:56:41.953640+00:00,2026-04-21T23:59:22.417442+00:00,BTCUSDT,24h,Continuation,Trending,Low,Bullish,0.8819,-1.0196,-0.2214,loss,72415.118865,71538.143467,77073.924703,0.9198,-0.6423,-2.9985
v2_balanced_current,2026-05-07T07:17:07.122725+00:00,2026-05-07T08:02:59.471738+00:00,BTCUSDT,4h,Continuation,Balanced,Low,Bullish,0.8606,0.0,0.0,open,77924.199026,76275.087328,81646.3,0.9673,-0.6393,0.43
v2_balanced_current,2026-04-18T11:57:34.579849+00:00,2026-04-19T15:59:59.999000+00:00,SANDUSDT,4h,Continuation,Trending,High,Bearish,0.8449,2.7512,0.6549,win,0.08309,0.082836,0.082378,0.852,1.0414,-0.3694
v2_balanced_current,2026-04-24T19:59:59.999000+00:00,2026-04-25T07:59:59.999000+00:00,SANDUSDT,4h,Continuation,Trending,High,Bullish,0.8557,4.4939,1.545,win,0.078179,0.080342,0.07938,0.9422,-0.6386,0.6522
v2_balanced_current,2026-04-14T03:59:59.999000+00:00,2026-04-14T15:59:13.419632+00:00,LDOUSDT,4h,Continuation,Trending,High,Bullish,0.9026,2.111,0.495,win,0.323031,0.31657,0.3565,0.9542,0.0,0.0
v2_balanced_current,2026-04-15T19:14:19.300113+00:00,2026-04-15T19:29:34.984909+00:00,LDOUSDT,15m,Continuation,Balanced,High,Bullish,0.8974,0.4451,0.495,win,0.370696,0.362077,0.378533,0.9919,3.1423,1.2339
v2_balanced_current,2026-04-16T15:59:59.999000+00:00,2026-04-16T19:59:59.999000+00:00,LDOUSDT,4h,Continuation,Trending,High,Bullish,0.8897,2.7769,0.545,win,0.356287,0.330937,0.4195,0.8784,0.4634,-0.8722
v2_balanced_current,2026-04-23T06:40:49.819716+00:00,2026-04-23T09:11:03.307815+00:00,SEIUSDT,15m,Continuation,Ranging,High,Bullish,0.8433,0.3822,0.6856,win,0.061031,0.060717,0.06117,0.7088,-0.6745,0.7941
v2_balanced_current,2026-04-26T14:24:52.879520+00:00,2026-04-26T14:55:47.294101+00:00,SEIUSDT,15m,Continuation,Balanced,High,Bullish,0.8271,1.3656,1.52,win,0.061483,0.061109,0.06212,0.6502,-0.3138,0.9845
v2_balanced_current,2026-04-22T19:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,BUSDT,4h,Continuation,Trending,High,Bullish,0.8794,3.2843,0.495,win,0.098202,0.094477,0.1069,0.8923,0.0,0.0
v2_balanced_current,2026-04-23T23:59:59.999000+00:00,2026-04-24T03:59:59.999000+00:00,SENTUSDT,1h,Continuation,Trending,High,Bullish,0.8317,-4.7931,-1.0,loss,0.018765,0.018,0.02061,0.7838,-0.9274,-0.3047
v2_balanced_current,2026-04-23T23:58:48.522185+00:00,2026-04-30T08:59:22.262295+00:00,BZUSDT,24h,Continuation,Trending,Low,Bullish,0.8171,10.1426,1.56,win,94.271026,95.223626,98.547226,0.8037,-0.0113,1.5031
v2_balanced_current,2026-04-24T19:59:59.999000+00:00,2026-04-25T03:59:59.999000+00:00,LINEAUSDT,4h,Continuation,Trending,High,Bullish,0.8648,1.5305,0.495,win,0.003367,0.003353,0.003434,0.8758,0.0,0.0
v2_balanced_current,2026-04-16T17:56:47.130198+00:00,2026-04-16T18:57:58.157611+00:00,LINKUSDT,1h,Continuation,Balanced,Low,Bullish,0.8742,0.7783,0.56,win,9.260686,9.125132,9.403,0.9195,-0.7575,0.2537
v2_balanced_current,2026-04-16T23:59:32.515981+00:00,2026-04-21T23:59:22.417442+00:00,LINKUSDT,24h,Continuation,Trending,Medium,Bullish,0.904,-2.0835,-0.3117,loss,8.977838,8.894552,9.594814,0.9745,4.6817,-4.2388
v2_balanced_current,2026-04-22T00:14:59.999000+00:00,2026-04-22T00:29:59.999000+00:00,CHIPUSDT,15m,Continuation,Trending,High,Bullish,0.8964,-6.7045,-1.0,loss,0.059656,0.050047,0.0629,0.8169,0.3988,0.5911
v2_balanced_current,2026-04-24T03:59:59.999000+00:00,2026-04-25T07:59:59.999000+00:00,SLPUSDT,4h,Continuation,Trending,High,Bullish,0.8343,4.2588,1.495,win,0.000659,0.000654,0.000678,0.7096,0.0,0.0
v2_balanced_current,2026-04-19T19:59:59.999000+00:00,2026-04-19T23:59:59.999000+00:00,CHZUSDT,4h,Continuation,Trending,High,Bullish,0.8501,-3.4402,-1.0,loss,0.041112,0.041316,0.04149,0.8951,-0.7355,0.0596
v2_balanced_current,2026-04-20T15:59:59.999000+00:00,2026-04-20T19:59:59.999000+00:00,CHZUSDT,4h,Continuation,Trending,High,Bullish,0.8493,2.5073,0.495,win,0.041741,0.041501,0.04445,0.9044,-0.7355,0.0596
v2_balanced_current,2026-04-23T23:59:59.999000+00:00,2026-04-24T07:59:59.999000+00:00,CHZUSDT,4h,Continuation,Trending,High,Bullish,0.887,-5.4595,-1.0,loss,0.045909,0.043406,0.05024,0.9245,1.3129,0.7902
v2_balanced_current,2026-04-24T12:25:15.778944+00:00,2026-04-24T13:26:19.603359+00:00,CHZUSDT,15m,Continuation,Ranging,High,Bullish,0.7851,-0.2905,-0.4752,loss,0.047907,0.047521,0.04819,0.6352,0.5073,0.5621
v2_balanced_current,2026-04-26T15:57:38.304963+00:00,2026-04-27T03:57:34.172163+00:00,CHZUSDT,4h,Continuation,Trending,High,Bullish,0.8845,-3.7519,-1.0,loss,0.048089,0.044959,0.051346,0.7716,1.4942,1.0808
v2_balanced_current,2026-04-21T23:14:59.999000+00:00,2026-04-21T23:29:59.999000+00:00,CLOUSDT,15m,Continuation,Balanced,High,Bullish,0.7944,0.9057,0.495,win,0.131552,0.133875,0.13228,0.6504,0.6433,2.0621
v2_balanced_current,2026-04-07T10:57:42.648157+00:00,2026-04-07T12:29:26.176919+00:00,CLUSDT,15m,Continuation,Balanced,Low,Bullish,0.7828,0.8342,0.8677,win,113.699795,114.341798,113.98,0.6316,-0.7876,0.4298
v2_balanced_current,2026-04-28T11:57:51.316590+00:00,2026-04-28T12:59:00.338150+00:00,CLUSDT,1h,Continuation,Balanced,Low,Bullish,0.9069,-0.9298,-1.0,loss,97.518157,95.749218,101.17,0.8264,6.1656,0.0423
v2_balanced_current,2026-04-28T23:56:54.234221+00:00,2026-05-06T15:44:35.278112+00:00,CLUSDT,24h,Continuation,Trending,Low,Bullish,0.8351,0.3654,0.06,loss,93.932577,94.864742,99.26,0.7782,-0.302,-1.2049
v2_balanced_current,2026-04-23T23:59:59.999000+00:00,2026-04-24T03:59:59.999000+00:00,LUNA2USDT,4h,Continuation,Trending,High,Bullish,0.9011,1.4513,0.495,win,0.058264,0.057863,0.06216,0.9448,0.0,0.0
