candidate,source_signal_id,symbol,timeframe,setup_type,bias,market_regime,volatility_regime,entry_kind,signal_time,entry_touched_at,closed_at,result,close_reason,pnl_pct,r_multiple,position_size_multiplier,allocated_r,entry_price,stop_loss,target_price_1,target_price_2,continuation_quality_ready,continuation_quality_score,market_pressure_4h,flow_alignment,volume_z_15m,oi_delta_z_15m,taker_buy_sell_ratio_delta_15m,ema30,ema100,ema30_slope,ema30_extension_atr,mae_r,mfe_r,entry_efficiency
context_guard,3,SEIUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-23T06:40:50.276974+00:00,2026-04-23T06:40:50.276974+00:00,2026-04-23T09:11:03.307815+00:00,win,Continuation Trail Stop,0.38222035,0.68564852,0.5169,0.35441172,0.06117,0.06082900285714286,0.061507587171428575,0.06185199428571429,False,0.0,0.008468049871024588,0.7088,-0.6744907594765754,0.7941143337993829,0.04952778129198629,0.0610393,0.06155329,9.0141e-06,0.0352,0.8464,1.5249,0.6431
context_guard,12,FILUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-24T21:44:55.633568+00:00,2026-04-24T21:44:55.633568+00:00,2026-04-28T23:56:54.234221+00:00,loss,Fail-Fast Exit,-2.75423729,-0.36381809,0.9328,-0.33936952,0.944,0.8725357142857142,1.0147496428571428,1.0869285714285715,False,0.0,0.05720649990394683,0.7059,-0.33774904633710645,1.5727226835237533,0.6489618485623021,0.9262942,0.92632717,-8.92549e-05,0.3508,0.3638,0.0,0.0
context_guard,13,ENAUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-25T01:33:59.000209+00:00,2026-04-25T01:33:59.000209+00:00,2026-04-25T05:12:49.116208+00:00,win,Continuation Trail Stop,0.45264907,0.91048661,0.6204,0.5648659,0.10905,0.10850785714285714,0.10958672142857141,0.1101342857142857,False,0.3295,-0.023382959010935078,0.8617,1.8329953342864869,1.2717252017458696,0.06623729926809158,0.1084341,0.10820249,1.55791e-05,0.1858,0.4427,1.6601,0.7895
context_guard,16,KATUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-25T07:40:22.993297+00:00,2026-04-25T07:40:22.993297+00:00,2026-04-25T07:55:37.778942+00:00,loss,Invalidation,-3.56119525,-1.0,1.1318,-1.1318,0.02443,0.02356,0.0252913,0.02617,False,0.3965,-0.8965367461561348,0.7763,0.25236175730996835,0.7785093584567081,0.09143781682092024,0.02382203,0.02177384,4.19289e-05,0.0256,1.1839,0.0,0.0
context_guard,18,QUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-25T08:56:46.260822+00:00,2026-04-25T08:56:46.260822+00:00,2026-04-25T09:57:49.020914+00:00,loss,Invalidation,-1.34165481,-1.0,0.441,-0.441,0.010741,0.010596892857142859,0.010883666071428572,0.011029214285714285,False,0.3212,-0.26417931914575477,0.6659,0.4766332751885897,1.7190682796849495,-0.20254078497238387,0.01062588,0.01063318,7.9393e-06,0.0129,1.3532,0.805,0.373
context_guard,19,ADAUSDT,15m,Continuation,Bearish,Ranging,Medium,market,2026-04-25T11:44:49.786325+00:00,2026-04-25T11:44:49.786325+00:00,2026-04-25T13:26:38.740462+00:00,loss,Invalidation,-0.27254145,-1.0,1.1922,-1.1922,0.2516,0.2522857142857143,0.2508662857142857,0.2502285714285714,False,0.3196,0.20911764555061185,0.779,2.283674359381274,0.5836468299019818,0.6271850367782457,0.25215681,0.25116065,-3.8401e-05,0.3065,2.625,0.2917,0.1
context_guard,21,ENJUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T00:59:13.367085+00:00,2026-04-26T00:59:13.367085+00:00,2026-04-26T01:29:43.538436+00:00,loss,Invalidation,-0.96529571,-1.0,0.4527,-0.4527,0.06471,0.06408535714285715,0.06532839642857143,0.0659592857142857,False,0.2796,0.04831177509499676,0.6823,0.09086899517017803,2.1911449216870276,0.21721738981903904,0.0633101,0.06248256,9.6545e-05,0.2175,1.2807,0.6244,0.3277
context_guard,25,KATUSDT,15m,Continuation,Bullish,Balanced,High,pending_limit,2026-04-26T10:32:15.906317+00:00,2026-04-26T10:42:34.098790+00:00,2026-04-26T11:29:54.940960+00:00,win,Partial TP1,1.13345074,0.495,0.8997,0.4453515,0.01285621,0.012561828571428572,0.013147647614285714,0.013444972857142856,False,0.0,-0.01702290038575171,0.6799,-0.6744907594765881,1.0935093375785119,-0.004859761242507893,0.0131022,0.01534107,-1.18759e-05,0.0161,0.2929,0.2507,0.4612
context_guard,30,SOONUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T11:55:38.412031+00:00,2026-04-26T11:55:38.412031+00:00,2026-04-26T12:57:19.429954+00:00,loss,Fail-Fast Exit,-1.02692422,-0.5394362,0.5419,-0.29232047,0.19042593,0.1868007932142857,0.19401481541785714,0.1976762035714286,False,0.3138,-0.06901810078247064,0.7433,-0.8327403392532243,1.0200315340760813,0.11754848623014438,0.18883815,0.19298709,0.0001095018,0.1251,0.5394,0.1032,0.1606
context_guard,40,HIGHUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T20:20:05.694944+00:00,2026-04-26T20:20:05.694944+00:00,2026-04-26T20:40:46.975684+00:00,loss,Invalidation,-1.72450199,-1.0,0.5825,-0.5825,0.23074264,0.22676347857142856,0.23468200981428572,0.23870096285714287,False,0.3015,-0.4903518086908529,0.8014,0.4013757485638874,0.7148732518249631,-0.007112837928341401,0.22992512,0.22494503,-0.0001258701,0.0711,0.9877,0.0647,0.0615
context_guard,41,SONICUSDT,15m,Continuation,Bearish,Ranging,High,market,2026-04-26T21:54:51.827206+00:00,2026-04-26T21:54:51.827206+00:00,2026-04-26T21:58:06.978358+00:00,loss,Invalidation,-0.50435252,-1.0,0.9152,-0.9152,0.03833968,0.038533047142857144,0.038148246528571426,0.037952945714285716,False,0.319,0.4515068179932551,0.694,1.3369542902409968,1.980452020572979,1.8228469960701092,0.03847712,0.038317,-1.1809e-06,0.0409,1.2428,0.0,0.0
context_guard,43,ONDOUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-26T23:18:58.803078+00:00,2026-04-26T23:18:58.803078+00:00,2026-04-30T23:56:37.107812+00:00,loss,Fail-Fast Exit,-1.39045472,-0.19499341,0.5539,-0.10800685,0.2661,0.247125,0.28678275,0.30405,False,0.7327,-0.1038369282845766,0.7607,-0.46603005497450517,0.40564029985163036,1.2399437916658145,0.26097688,0.26092508,-1.21983e-05,0.1078,0.195,0.1265,0.3934
context_guard,46,SEIUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-27T01:50:28.551390+00:00,2026-04-27T01:50:28.551390+00:00,2026-04-30T23:56:37.107812+00:00,loss,Invalidation,-7.34892281,-1.0,1.2678,-1.2678,0.06326,0.05861107142857143,0.06832733214285713,0.07255785714285713,False,0.7327,-0.40266542898841684,0.9673,1.2666009682457744,0.6824017245059353,0.6815753035353176,0.06114745,0.06108676,8.01757e-05,0.0431,1.2992,0.0,0.0
context_guard,49,SPKUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-27T04:02:43.626465+00:00,2026-04-27T04:02:43.626465+00:00,2026-04-27T11:56:00.061039+00:00,loss,Invalidation,-7.93858599,-1.0,1.2411,-1.2411,0.03874,0.03566459178571428,0.04178465413214286,0.04489081642857143,False,0.4086,0.16792663325711935,0.8615,5.083656658133745,1.364410154147069,0.4062122897743802,0.03895077,0.03385858,-1.45357e-05,0.004,0.93,0.0,0.0
context_guard,50,MONUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-27T04:02:46.633158+00:00,2026-04-27T04:02:46.633158+00:00,2026-04-27T11:56:00.061039+00:00,loss,Invalidation,-3.69866835,-1.0,1.2569,-1.2569,0.03272,0.031509795714285714,0.03391810224285714,0.03514040857142857,False,0.4086,0.27019177692784824,0.9206,0.5515634769756188,0.22537718274876167,0.25055468338042436,0.03154061,0.03149564,8.1337e-05,0.0478,1.0742,0.0,0.0
context_guard,52,AXSUSDT,15m,Continuation,Bullish,Balanced,Medium,market,2026-04-27T14:08:28.137705+00:00,2026-04-27T14:08:28.137705+00:00,2026-04-27T15:14:41.059541+00:00,win,Partial TP1,0.71448806,0.535,1.3367,0.7151345,1.412,1.393142857142857,1.4321771428571428,1.4497142857142857,False,0.321,0.326850278984584,0.9753,2.8111595786029335,0.4313184821367461,0.2569117752012493,1.38344344,1.40171192,0.0010728661,3.2074,0.053,0.9015,0.9444
context_guard,53,APEUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-28T04:00:32.395208+00:00,2026-04-28T04:00:32.395208+00:00,2026-04-28T04:41:16.652168+00:00,win,Target 2,1.83665492,1.495,0.421,0.629395,0.1439,0.14213214285714285,0.1456501785714286,0.1474357142857143,True,0.4026,0.2613758846592708,0.6328,-0.6744907594765805,1.5631968696460496,0.5590789318033833,0.14216644,0.14328802,2.99008e-05,0.2117,0.0,2.2626,1.0
context_guard,54,SIRENUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-28T06:38:24.522862+00:00,2026-04-28T06:38:24.522862+00:00,2026-04-28T09:57:09.555167+00:00,win,Continuation Trail Stop,1.20641943,0.58318017,0.6265,0.36536238,0.6992,0.6847357142857143,0.7135196428571429,0.7281285714285715,True,0.4311,-0.20252158733565198,0.8956,1.0697451448621331,0.7191558715138843,0.07578643038178211,0.69429169,0.6761719,-0.0001442542,0.3559,0.3526,1.3689,0.7952
