candidate,source_signal_id,symbol,timeframe,setup_type,bias,market_regime,volatility_regime,entry_kind,signal_time,entry_touched_at,closed_at,result,close_reason,pnl_pct,r_multiple,position_size_multiplier,allocated_r,entry_price,stop_loss,target_price_1,target_price_2,continuation_quality_ready,continuation_quality_score,market_pressure_4h,flow_alignment,volume_z_15m,oi_delta_z_15m,taker_buy_sell_ratio_delta_15m,ema30,ema100,ema30_slope,ema30_extension_atr,mae_r,mfe_r,entry_efficiency
qmid_p06_4h_only,127,ZECUSDT,4h,Continuation,Bullish,Trending,Low,market,2026-05-05T00:04:12.090067+00:00,2026-05-05T00:04:12.090067+00:00,2026-05-05T23:56:05.661486+00:00,win,Target 2,6.73494716,1.56,0.5025,0.7839,423.01,404.7475,443.464,459.53499999999997,True,0.415,0.3380646211948966,0.7255,-0.7553877736939892,-0.3242475510252941,-0.16372882069336558,386.28056374,355.482008,2.5330645694,1276.133,0.1112,5.1466,0.9789
qmid_p06_4h_only,131,ENAUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T12:02:37.616545+00:00,2026-05-05T12:02:37.616545+00:00,2026-05-06T11:55:01.116463+00:00,win,Target 2,6.16775246,1.495,0.5837,0.8726315,0.10679,0.10238428571428572,0.11115165714285713,0.11560142857142855,True,0.415,0.3702418911617609,0.8027,0.0165306638252086,-0.0269568650746669,0.11591496820389999,0.1032541,0.10590997,0.0002438549,0.1286,0.0,3.4001,1.0
qmid_p06_4h_only,132,OPUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T12:02:39.574411+00:00,2026-05-05T12:02:39.574411+00:00,2026-05-06T19:59:28.691762+00:00,win,Target 2,5.21137392,1.495,0.588,0.87906,0.1294,0.1248892857142857,0.13386560714285714,0.13842142857142856,True,0.415,0.4070473033524394,0.7669,-0.5232323277102581,-0.11804641592597742,-0.9255509033129128,0.12381603,0.12313232,0.0003851012,0.2403,0.4656,2.1283,0.8205
qmid_p06_4h_only,133,TONUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T12:02:40.231408+00:00,2026-05-05T12:02:40.231408+00:00,2026-05-06T03:55:43.155623+00:00,win,Target 2,8.23530776,1.495,0.6218,0.929591,1.8326,1.73165,1.9325405,2.0345000000000004,True,0.415,0.14532848045548163,0.8505,-1.513196871459238,-0.36349647093409276,0.1493227578107039,1.44832827,1.37320411,0.0265014988,10.4638,0.2159,2.3338,0.9153
qmid_p06_4h_only,138,FARTCOINUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T16:02:13.082801+00:00,2026-05-05T16:02:13.082801+00:00,2026-05-06T11:55:01.116463+00:00,win,Target 2,6.25720072,1.495,1.2825,1.9173375,0.2222,0.2129,0.231407,0.24080000000000001,True,0.3766,0.5920492293176116,0.9717,-0.8459539865549534,-1.4192576508481531,0.43961497809071004,0.20796739,0.20371525,0.0009815591,0.5101,0.0,3.0108,1.0
qmid_p06_4h_only,142,ICPUSDT,4h,Continuation,Bullish,Trending,Medium,market,2026-05-05T20:01:42.287320+00:00,2026-05-05T20:01:42.287320+00:00,2026-05-05T23:56:05.661486+00:00,win,Target 2,4.9275786,1.535,1.3412,2.058742,2.59,2.5068571428571427,2.678962857142857,2.7562857142857142,True,0.3766,0.41052022425143747,0.9871,-0.3029327940702178,-0.6870615842351084,-0.3433235354261437,2.40603381,2.44601433,0.0126873237,8.5962,0.0,0.7457,1.0
qmid_p06_4h_only,143,HBARUSDT,4h,Continuation,Bullish,Balanced,High,market,2026-05-05T20:01:42.496464+00:00,2026-05-05T20:01:42.496464+00:00,2026-05-07T03:59:59.999000+00:00,win,Partial TP1,0.82758253,0.495,1.2612,0.624294,0.09036,0.08884928571428571,0.09185560714285713,0.09338142857142856,True,0.3766,0.4720661940762252,0.9333,0.0014921700215377457,-0.5784980111608455,0.67089879890871,0.08864042,0.08917978,0.0001185916,0.1543,0.3905,1.6151,0.8053
qmid_p06_4h_only,148,PUMPUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-06T00:01:14.387127+00:00,2026-05-06T00:01:14.387127+00:00,2026-05-06T11:55:01.116463+00:00,win,Target 2,4.06062182,1.495,1.2651,1.8913245,0.001854,0.0018036428571428572,0.0019038535714285714,0.0019547142857142853,True,0.4105,0.3816719441850282,0.927,-0.8714752734154566,-0.25394244271884864,0.25013893758713013,0.00182146,0.00181212,2.2441e-06,0.0018,0.0,2.6213,1.0
qmid_p06_4h_only,151,AVAXUSDT,4h,Continuation,Bullish,Balanced,Low,market,2026-05-06T04:00:49.298585+00:00,2026-05-06T04:00:49.298585+00:00,,open,,0.64799331,0.26802532,1.2071,0.32353336,9.568,9.336678571428571,9.827079999999999,10.030642857142857,True,0.4458,0.48022641930184995,0.8435,0.6925530686969983,0.0808198742951493,0.7892086892505927,9.25305801,9.25438551,0.0217201376,19.5401,0.4496,0.7219,0.6162
qmid_p06_4h_only,152,WLDUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-06T04:00:50.505174+00:00,2026-05-06T04:00:50.505174+00:00,2026-05-06T15:59:43.873392+00:00,win,Partial TP1,1.48441211,0.495,1.2825,0.6348375,0.2526,0.245025,0.26009925,0.26775,True,0.4458,0.46393369377016713,0.9621,-0.4959811893545773,0.7142585955290448,0.42320045579396415,0.24247008,0.24968183,0.0006986149,0.5067,0.0,0.9769,1.0
qmid_p06_4h_only,153,ASTERUSDT,4h,Continuation,Bullish,Balanced,High,market,2026-05-06T04:00:50.667514+00:00,2026-05-06T04:00:50.667514+00:00,2026-05-06T23:59:59.999000+00:00,loss,Invalidation,-1.73108142,-1.0,1.2627,-1.2627,0.6864,0.6745178571428572,0.6981633214285714,0.7101642857142857,True,0.4458,0.31713659509030895,0.9352,0.04749827662190999,-0.9821768671606043,0.11448404242232232,0.67053249,0.66756881,0.0010943111,1.3749,0.606,0.1347,0.1818
qmid_p06_4h_only,154,RIVERUSDT,4h,Continuation,Bearish,Trending,Medium,market,2026-05-06T04:00:52.824130+00:00,2026-05-06T04:00:52.824130+00:00,2026-05-06T19:59:28.691762+00:00,loss,Invalidation,-3.78376734,-1.0,1.35,-1.35,5.87,6.092107142857143,5.632345357142857,5.4257857142857135,True,0.4458,-0.26087610172912057,0.9124,-0.3435178004740363,-0.21991714132016527,0.8541353587611541,6.26509016,6.19727443,-0.0272475971,15.6626,0.8464,0.8689,0.5066
qmid_p06_4h_only,184,RIVERUSDT,4h,Continuation,Bullish,Trending,Medium,market,2026-05-07T08:03:48.663610+00:00,2026-05-07T08:03:48.663610+00:00,,open,,0.94292804,0.19776952,1.3472,0.26643509,6.045,5.756785714285714,6.353389285714286,6.621428571428572,True,0.5281,0.5177457510131839,1.0,-0.4546854776663551,-0.184642305669009,0.38851048854401204,6.16059945,6.16852797,-0.0086620311,3.6369,0.0,0.1978,1.0
