candidate,source_signal_id,symbol,timeframe,setup_type,bias,market_regime,volatility_regime,entry_kind,signal_time,entry_touched_at,closed_at,result,close_reason,pnl_pct,r_multiple,position_size_multiplier,allocated_r,entry_price,stop_loss,target_price_1,target_price_2,continuation_quality_ready,continuation_quality_score,market_pressure_4h
qmid_p06,99,MEGAUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-03T15:16:44.293896+00:00,2026-05-03T15:16:44.293896+00:00,2026-05-03T15:42:13.949142+00:00,loss,Invalidation,-0.88082403,-1.0,0.4158,-0.4158,0.12614,0.12502892857142858,0.12729551428571428,0.12836214285714284,True,0.5435,0.12148175952172553
qmid_p06,115,币安人生USDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-04T13:06:54.883596+00:00,2026-05-04T13:06:54.883596+00:00,2026-05-04T14:28:20.115867+00:00,loss,Invalidation,-1.61925644,-1.0,0.4471,-0.4471,0.40819,0.40158035714285717,0.4147335464285714,0.42140928571428565,True,0.5019,-0.3433835343474863
qmid_p06,117,LDOUSDT,15m,Continuation,Bullish,Ranging,Medium,market,2026-05-04T14:28:22.637884+00:00,2026-05-04T14:28:22.637884+00:00,2026-05-04T14:58:53.679471+00:00,win,Target 2,0.83942074,1.535,0.467,0.716845,0.3703,0.368275,0.37246675,0.37435,True,0.4776,-0.5436548232622921
qmid_p06,120,DASHUSDT,15m,Continuation,Bullish,Balanced,Low,market,2026-05-04T15:14:11.208738+00:00,2026-05-04T15:14:11.208738+00:00,2026-05-04T16:56:10.620700+00:00,win,Continuation Trail Stop,1.16563523,0.58994762,0.4306,0.25403144,47.34,46.40464285714286,48.387600000000006,49.21071428571429,True,0.4893,-0.6672311578055944
qmid_p06,123,ENAUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-04T17:11:30.648881+00:00,2026-05-04T17:11:30.648881+00:00,2026-05-04T19:13:41.652757+00:00,loss,Stale Exit,-0.11679969,-0.11666667,0.4144,-0.04834667,0.10274,0.10171142857142856,0.10375828571428572,0.10479714285714287,True,0.5006,-0.1419577453366552
qmid_p06,127,ZECUSDT,4h,Continuation,Bullish,Trending,Low,market,2026-05-05T00:04:12.090067+00:00,2026-05-05T00:04:12.090067+00:00,2026-05-05T23:56:05.661486+00:00,win,Target 2,6.73494716,1.56,0.5025,0.7839,423.01,404.7475,443.464,459.53499999999997,True,0.415,0.3380646211948966
qmid_p06,129,WLFIUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-05T04:08:46.288863+00:00,2026-05-05T04:08:46.288863+00:00,2026-05-05T05:14:54.600483+00:00,loss,Invalidation,-0.92364532,-1.0,1.2538,-1.2538,0.0638,0.06321071428571429,0.06438339285714284,0.06497857142857141,True,0.5042,0.12017222692524959
qmid_p06,130,WLFIUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-05-05T06:05:52.604812+00:00,2026-05-05T06:05:52.604812+00:00,2026-05-05T08:13:15.503350+00:00,win,Continuation Trail Stop,0.37031611,0.54036046,0.6222,0.33621228,0.0641,0.06366071428571429,0.06453489285714285,0.06497857142857143,True,0.4774,0.12017222692524959
qmid_p06,131,ENAUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T12:02:37.616545+00:00,2026-05-05T12:02:37.616545+00:00,2026-05-06T11:55:01.116463+00:00,win,Target 2,6.16775246,1.495,0.5837,0.8726315,0.10679,0.10238428571428572,0.11115165714285713,0.11560142857142855,True,0.415,0.3702418911617609
qmid_p06,132,OPUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T12:02:39.574411+00:00,2026-05-05T12:02:39.574411+00:00,2026-05-06T19:59:28.691762+00:00,win,Target 2,5.21137392,1.495,0.588,0.87906,0.1294,0.1248892857142857,0.13386560714285714,0.13842142857142856,True,0.415,0.4070473033524394
qmid_p06,133,TONUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T12:02:40.231408+00:00,2026-05-05T12:02:40.231408+00:00,2026-05-06T03:55:43.155623+00:00,win,Target 2,8.23530776,1.495,0.6218,0.929591,1.8326,1.73165,1.9325405,2.0345000000000004,True,0.415,0.14532848045548163
qmid_p06,135,1000PEPEUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-05-05T12:28:10.950345+00:00,2026-05-05T12:28:10.950345+00:00,2026-05-05T13:59:50.902221+00:00,win,Target 2,0.67830102,1.495,1.2552,1.876524,0.0040877,0.004069153571428571,0.004106060964285714,0.004124792857142857,True,0.4742,0.09732088448463323
qmid_p06,138,FARTCOINUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-05T16:02:13.082801+00:00,2026-05-05T16:02:13.082801+00:00,2026-05-06T11:55:01.116463+00:00,win,Target 2,6.25720072,1.495,1.2825,1.9173375,0.2222,0.2129,0.231407,0.24080000000000001,True,0.3766,0.5920492293176116
qmid_p06,140,APTUSDT,15m,Continuation,Bullish,Ranging,Medium,market,2026-05-05T18:14:45.856191+00:00,2026-05-05T18:14:45.856191+00:00,2026-05-05T18:25:00.610686+00:00,loss,Invalidation,-0.49882329,-1.0,0.4563,-0.4563,0.9773,0.972425,0.9825162499999999,0.9870499999999999,True,0.4803,-0.6178563034783959
qmid_p06,141,TSTUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-05T19:15:53.330113+00:00,2026-05-05T19:15:53.330113+00:00,2026-05-05T20:11:49.871771+00:00,win,Partial TP1,0.79935873,0.495,0.4207,0.2082465,0.020601,0.02026832142857143,0.020930351785714285,0.021266357142857142,True,0.4387,0.39909124248098876
qmid_p06,142,ICPUSDT,4h,Continuation,Bullish,Trending,Medium,market,2026-05-05T20:01:42.287320+00:00,2026-05-05T20:01:42.287320+00:00,2026-05-05T23:56:05.661486+00:00,win,Target 2,4.9275786,1.535,1.3412,2.058742,2.59,2.5068571428571427,2.678962857142857,2.7562857142857142,True,0.3766,0.41052022425143747
qmid_p06,143,HBARUSDT,4h,Continuation,Bullish,Balanced,High,market,2026-05-05T20:01:42.496464+00:00,2026-05-05T20:01:42.496464+00:00,2026-05-07T03:59:59.999000+00:00,win,Partial TP1,0.82758253,0.495,1.2612,0.624294,0.09036,0.08884928571428571,0.09185560714285713,0.09338142857142856,True,0.3766,0.4720661940762252
qmid_p06,148,PUMPUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-06T00:01:14.387127+00:00,2026-05-06T00:01:14.387127+00:00,2026-05-06T11:55:01.116463+00:00,win,Target 2,4.06062182,1.495,1.2651,1.8913245,0.001854,0.0018036428571428572,0.0019038535714285714,0.0019547142857142853,True,0.4105,0.3816719441850282
qmid_p06,149,NFPUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-06T01:43:12.476922+00:00,2026-05-06T01:43:12.476922+00:00,2026-05-06T02:59:36.847588+00:00,win,Partial TP1,0.43168605,0.495,0.627,0.310365,0.0129,0.0127875,0.013011375,0.013125,True,0.4349,0.5221225721451046
qmid_p06,150,WIFUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-06T03:25:06.402779+00:00,2026-05-06T03:25:06.402779+00:00,2026-05-06T03:40:28.330266+00:00,win,Partial TP1,0.76623837,0.495,1.2038,0.595881,0.2118,0.20852142857142858,0.21504578571428568,0.2183571428571428,True,0.4612,0.2620021160216756
qmid_p06,151,AVAXUSDT,4h,Continuation,Bullish,Balanced,Low,market,2026-05-06T04:00:49.298585+00:00,2026-05-06T04:00:49.298585+00:00,,open,,0.64799331,0.26802532,1.2071,0.32353336,9.568,9.336678571428571,9.827079999999999,10.030642857142857,True,0.4458,0.48022641930184995
qmid_p06,152,WLDUSDT,4h,Continuation,Bullish,Trending,High,market,2026-05-06T04:00:50.505174+00:00,2026-05-06T04:00:50.505174+00:00,2026-05-06T15:59:43.873392+00:00,win,Partial TP1,1.48441211,0.495,1.2825,0.6348375,0.2526,0.245025,0.26009925,0.26775,True,0.4458,0.46393369377016713
qmid_p06,153,ASTERUSDT,4h,Continuation,Bullish,Balanced,High,market,2026-05-06T04:00:50.667514+00:00,2026-05-06T04:00:50.667514+00:00,2026-05-06T23:59:59.999000+00:00,loss,Invalidation,-1.73108142,-1.0,1.2627,-1.2627,0.6864,0.6745178571428572,0.6981633214285714,0.7101642857142857,True,0.4458,0.31713659509030895
qmid_p06,154,RIVERUSDT,4h,Continuation,Bearish,Trending,Medium,market,2026-05-06T04:00:52.824130+00:00,2026-05-06T04:00:52.824130+00:00,2026-05-06T19:59:28.691762+00:00,loss,Invalidation,-3.78376734,-1.0,1.35,-1.35,5.87,6.092107142857143,5.632345357142857,5.4257857142857135,True,0.4458,-0.26087610172912057
qmid_p06,166,ARBUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-06T15:29:14.187207+00:00,2026-05-06T15:29:14.187207+00:00,2026-05-06T15:44:28.944412+00:00,loss,Invalidation,-0.88925981,-1.0,0.4372,-0.4372,0.1241,0.12299642857142858,0.1251925357142857,0.12630714285714284,True,0.4939,0.4073255961246401
qmid_p06,167,PNUTUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-06T16:10:00.183413+00:00,2026-05-06T16:10:00.183413+00:00,2026-05-06T16:40:46.988744+00:00,loss,Invalidation,-1.28365219,-1.0,0.4565,-0.4565,0.06235,0.06154964285714286,0.06314235357142857,0.06395071428571429,True,0.4939,-0.5925143051878653
qmid_p06,168,FARTCOINUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-06T16:45:54.302257+00:00,2026-05-06T16:45:54.302257+00:00,2026-05-06T17:26:35.850999+00:00,loss,Invalidation,-1.49262267,-1.0,0.4308,-0.4308,0.2498,0.24607142857142855,0.2534912857142857,0.25725714285714285,True,0.4921,0.17759917209889164
qmid_p06,169,FILUSDT,15m,Continuation,Bullish,Balanced,Medium,market,2026-05-06T16:50:59.218209+00:00,2026-05-06T16:50:59.218209+00:00,2026-05-06T17:26:35.850999+00:00,loss,Invalidation,-1.26984127,-1.0,0.4401,-0.4401,1.08,1.0662857142857143,1.094674285714286,1.1074285714285717,True,0.4921,-0.4387577350896219
qmid_p06,171,NEIROUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-06T20:14:59.447470+00:00,2026-05-06T20:14:59.447470+00:00,2026-05-06T20:40:23.712203+00:00,loss,Invalidation,-0.77075702,-1.0,0.5733,-0.5733,9.828e-05,9.75225e-05,9.902992500000001e-05,9.9795e-05,True,0.4374,-0.5368053206088257
qmid_p06,176,ARUSDT,15m,Continuation,Bullish,Trending,Medium,market,2026-05-07T02:04:03.449750+00:00,2026-05-07T02:04:03.449750+00:00,2026-05-07T02:44:59.999000+00:00,loss,Invalidation,-3.06181478,-1.0,0.4482,-0.4482,2.593,2.513607142857143,2.677950357142857,2.751785714285714,True,0.4061,0.0
qmid_p06,177,IOUSDT,15m,Continuation,Bullish,Trending,High,market,2026-05-07T02:23:03.260165+00:00,2026-05-07T02:23:03.260165+00:00,2026-05-07T02:44:59.999000+00:00,win,Partial TP1,1.3938195,0.495,1.094,0.54153,0.1503,0.14606785714285714,0.1544898214285714,0.1587642857142857,True,0.4061,-0.32365938545343503
qmid_p06,178,TONUSDT,15m,Continuation,Bullish,Balanced,Medium,market,2026-05-07T02:28:08.059951+00:00,2026-05-07T02:28:08.059951+00:00,2026-05-07T03:10:29.000794+00:00,win,Target 2,3.68368786,1.535,1.2969,1.9907415,2.5712,2.5094964285714285,2.637222821428572,2.6946071428571434,True,0.4061,-0.08803859944698135
qmid_p06,179,FILUSDT,15m,Continuation,Bullish,Balanced,Medium,market,2026-05-07T03:15:34.747049+00:00,2026-05-07T03:15:34.747049+00:00,2026-05-07T04:11:35.608032+00:00,loss,Invalidation,-1.80699227,-1.0,0.4638,-0.4638,1.091,1.0712857142857142,1.1120942857142857,1.1304285714285716,True,0.4465,-0.2645235745450523
qmid_p06,181,FARTCOINUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-07T04:16:41.986961+00:00,2026-05-07T04:16:41.986961+00:00,2026-05-07T04:26:50.865951+00:00,win,Partial TP1,0.4596001,0.495,0.9091,0.4500045,0.2481,0.24579642857142855,0.2503805357142857,0.25270714285714285,True,0.43,-0.33166615639304564
qmid_p06,182,ENAUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-05-07T05:02:27.906996+00:00,2026-05-07T05:02:27.906996+00:00,2026-05-07T06:57:26.640665+00:00,win,Target 2,1.72986345,1.495,0.4463,0.6672185,0.11806,0.11669392857142857,0.11941241071428571,0.12079214285714285,True,0.4717,-0.33147375514245453
qmid_p06,183,1000SHIBUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-05-07T05:02:29.131513+00:00,2026-05-07T05:02:29.131513+00:00,2026-05-07T06:13:41.040916+00:00,loss,Invalidation,-0.48133219,-1.0,0.8934,-0.8934,0.006344,0.006313464285714285,0.006374230357142858,0.006405071428571429,True,0.4717,0.13737590870745536
qmid_p06,184,RIVERUSDT,4h,Continuation,Bullish,Trending,Medium,market,2026-05-07T08:03:48.663610+00:00,2026-05-07T08:03:48.663610+00:00,,open,,0.94292804,0.19776952,1.3472,0.26643509,6.045,5.756785714285714,6.353389285714286,6.621428571428572,True,0.5281,0.5177457510131839
qmid_p06,185,NOTUSDT,15m,Continuation,Bullish,Trending,High,market,2026-05-07T09:17:18.138884+00:00,2026-05-07T09:17:18.138884+00:00,2026-05-07T09:42:42.035391+00:00,loss,Invalidation,-3.2977983,-1.0,1.0652,-1.0652,0.0006774,0.0006550607142857143,0.0006995158928571428,0.0007220785714285714,True,0.488,0.4276716763949757
qmid_p06,186,WIFUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-05-07T10:13:15.680586+00:00,2026-05-07T10:13:15.680586+00:00,2026-05-07T10:28:32.009538+00:00,loss,Invalidation,-0.63988095,-1.0,0.9031,-0.9031,0.216,0.21461785714285714,0.21736832142857143,0.21876428571428572,True,0.4797,-0.06345303663152942
