candidate,source_signal_id,symbol,timeframe,setup_type,bias,signal_time,reason,details
qmid_p06_4h_runner_3r,1,APEUSDT,4h,Continuation,Bullish,2026-04-23T01:43:45.640813+00:00,guard_quality_not_ready,
qmid_p06_4h_runner_3r,2,1000SHIBUSDT,15m,Continuation,Bullish,2026-04-23T05:07:58.482377+00:00,guard_timeframe_15m,
qmid_p06_4h_runner_3r,3,SEIUSDT,15m,Continuation,Bullish,2026-04-23T06:40:50.276974+00:00,guard_timeframe_15m,
qmid_p06_4h_runner_3r,4,MASKUSDT,24h,Continuation,Bullish,2026-04-23T08:02:10.726639+00:00,guard_timeframe_24h,
qmid_p06_4h_runner_3r,5,HYPEUSDT,1h,Continuation,Bullish,2026-04-23T15:00:11.891755+00:00,guard_timeframe_1h,
qmid_p06_4h_runner_3r,6,RAVEUSDT,15m,Continuation,Bullish,2026-04-24T08:04:05.030956+00:00,guard_timeframe_15m,
qmid_p06_4h_runner_3r,7,MAGMAUSDT,15m,Continuation,Bullish,2026-04-24T10:26:31.962543+00:00,guard_timeframe_15m,
qmid_p06_4h_runner_3r,8,GALAUSDT,4h,Continuation,Bullish,2026-04-24T12:04:56.081605+00:00,guard_quality_not_ready,
qmid_p06_4h_runner_3r,9,TRUMPUSDT,24h,Continuation,Bullish,2026-04-24T15:48:45.639282+00:00,guard_timeframe_24h,
qmid_p06_4h_runner_3r,10,PIPPINUSDT,4h,Continuation,Bullish,2026-04-24T20:03:12.819715+00:00,guard_quality_not_ready,
qmid_p06_4h_runner_3r,11,INJUSDT,24h,Continuation,Bullish,2026-04-24T20:49:00.542430+00:00,guard_timeframe_24h,
qmid_p06_4h_runner_3r,12,FILUSDT,24h,Continuation,Bullish,2026-04-24T21:44:55.633568+00:00,guard_timeframe_24h,
qmid_p06_4h_runner_3r,13,ENAUSDT,15m,Continuation,Bullish,2026-04-25T01:33:59.000209+00:00,guard_timeframe_15m,
qmid_p06_4h_runner_3r,14,GALAUSDT,4h,Continuation,Bullish,2026-04-25T04:01:35.760746+00:00,guard_quality_not_ready,
