strategy,entry_time,exit_time,symbol,timeframe,setup_type,bias,market_regime,volatility_regime,result,close_reason,r_multiple,allocated_r,pnl_pct,entry_price,stop_loss,target_price_1,target_price_2,confidence,flow_alignment,structure_strength,clarity_confidence,volume_z_15m,oi_delta_z_15m,market_pressure_4h,entry_type
v2_balanced_continuation_only,2026-05-05T11:59:59.999000+00:00,2026-05-05T23:59:59.999000+00:00,EIGENUSDT,4h,Continuation,Bullish,Trending,High,win,Target 2,1.495,1.9173375,5.84834004,0.1846,0.1773785714285714,0.1917492142857143,0.19904285714285713,0.8985,0.9457,1.0,0.8985,,,0.35587234901591835,Continuation Pullback
v2_balanced_continuation_only,2026-05-01T09:58:06.401301+00:00,2026-05-01T12:56:36.487155+00:00,ENAUSDT,1h,Continuation,Bearish,Balanced,High,loss,Invalidation,-1.0,-0.5111,-0.98196744,0.1018,0.10279964285714287,0.10081035357142856,0.09980071428571427,0.47,0.8112,0.85,0.47,3.3453792311559463,1.5833289340197176,-0.1503495171269197,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T17:11:29.731038+00:00,2026-05-04T18:27:51.765981+00:00,ENAUSDT,15m,Continuation,Bullish,Balanced,High,loss,Fail-Fast Exit,-0.24305556,-0.10072222,-0.24333268,0.10274,0.10171142857142856,0.10375828571428572,0.10479714285714287,0.8037,0.624,0.85,0.8037,-0.13784315356778926,0.2773148113309164,-0.14195774533665523,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T11:57:30.638358+00:00,2026-05-06T11:55:01.116463+00:00,ENAUSDT,4h,Continuation,Bullish,Trending,High,win,Target 2,1.495,0.872482,6.16775246,0.10679,0.10238428571428572,0.11115165714285713,0.11560142857142855,0.8393,0.8026,0.85,0.8393,-0.6815190587270509,0.2668522009983706,0.3702418911617609,Continuation Pullback
v2_balanced_continuation_only,2026-05-07T05:12:38.513477+00:00,2026-05-07T06:42:21.144407+00:00,ENAUSDT,15m,Continuation,Bullish,Balanced,High,win,Target 2,1.545,1.951026,1.80101282,0.11774,0.1163675,0.119236025,0.120485,0.8762,0.9364,0.85,0.8762,1.6070102967407294,1.679792110109847,-0.6780801928414261,Continuation Pullback
v2_balanced_continuation_only,2026-05-01T07:25:18.111967+00:00,2026-05-01T08:26:26.768483+00:00,FARTCOINUSDT,15m,Continuation,Bearish,Ranging,High,loss,Invalidation,-1.0,-0.4139,-0.57093056,0.2008,0.20194642857142858,0.1996650357142857,0.19850714285714285,0.7853,0.6248,0.85,0.7853,0.6783564710650336,0.9135349113356005,0.197665455542021,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T18:14:44.161501+00:00,2026-05-05T20:11:49.871771+00:00,FILUSDT,15m,Continuation,Bullish,Ranging,Medium,win,Target 2,1.535,0.6823075,1.0019883,0.952,0.9457857142857142,0.9586492857142856,0.9644285714285714,0.8051,0.6366,0.85,0.8051,-0.004414736545563855,0.6422687789643682,0.32024098893993014,Continuation Pullback
v2_balanced_continuation_only,2026-05-06T00:57:15.545347+00:00,2026-05-06T01:58:24.592825+00:00,FILUSDT,15m,Continuation,Bullish,Balanced,Medium,win,Target 2,1.585,0.7355985,1.31564002,0.981,0.9728571428571429,0.9905271428571428,0.9972857142857142,0.8678,0.6608,0.85,0.8678,0.03434946352592958,0.9831426316920833,0.3730956760052507,Continuation Pullback
v2_balanced_continuation_only,2026-05-02T11:59:59.999000+00:00,2026-05-04T03:59:59.999000+00:00,GALAUSDT,4h,Continuation,Bearish,Balanced,High,win,Continuation Trail Stop,0.51397539,0.63249812,1.08884834,0.003165,0.0032320499999999998,0.0030986205,0.0030309,0.8798,0.8095,1.0,0.8798,,,-0.014420309275374589,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T19:59:59.999000+00:00,2026-05-05T19:59:59.999000+00:00,GALAUSDT,4h,Continuation,Bullish,Trending,High,win,Target 2,1.52,0.95228,4.69363167,0.003154,0.003056607142857143,0.0032552885714285714,0.0033487857142857143,0.8619,0.9044,0.85,0.8619,,,0.41579908203637433,Continuation Pullback
v2_balanced_continuation_only,2026-05-06T07:14:32.445881+00:00,2026-05-06T07:29:47.518693+00:00,GENIUSUSDT,15m,Continuation,Bearish,Balanced,High,loss,Invalidation,-1.0,-0.6046,-1.16241861,0.5134,0.5193678571428572,0.5074918214285713,0.5014642857142856,0.8519,0.8301,0.85,0.8519,1.4247772369297804,0.6467094148874949,-0.07407578914401423,Continuation Pullback
v2_balanced_continuation_only,2026-05-02T19:57:41.745591+00:00,2026-05-03T07:57:41.935732+00:00,GIGGLEUSDT,4h,Continuation,Bullish,Trending,Low,loss,Invalidation,-1.0,-0.6075,-3.45149254,32.16,31.049999999999997,33.4032,34.379999999999995,0.8923,0.931,1.0,0.8923,0.15733242141922635,0.6593654254385146,0.22241623166817032,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T19:56:33.485172+00:00,2026-05-07T03:59:59.999000+00:00,HBARUSDT,4h,Continuation,Bullish,Balanced,High,win,Partial TP1,0.495,0.6242445,0.82758253,0.09036,0.08884928571428571,0.09185560714285713,0.09338142857142856,0.8699,0.9334,0.85,0.8699,3.024446715887329,0.03473095718138205,0.47206619407622513,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T15:54:57.016289+00:00,2026-05-04T19:59:30.855080+00:00,HYPEUSDT,1h,Continuation,Bearish,Balanced,Low,loss,Fail-Fast Exit,-0.46331053,-0.22896806,-0.6851139,41.307,41.91782142857143,40.62288,40.08535714285715,0.4614,0.8289,0.85,0.4614,-0.19445580567455115,0.19605052631400607,0.3163765991922112,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T07:57:56.784684+00:00,2026-05-06T15:59:43.873392+00:00,HYPEUSDT,4h,Continuation,Bullish,Balanced,Low,win,Continuation Trail Stop,0.61857297,0.75156616,1.4153856,43.229,42.23985714285714,44.33684,45.20728571428572,0.905,0.9635,1.0,0.905,-0.2885656901019615,0.21409245481960798,0.6227054918610954,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T19:56:33.485172+00:00,2026-05-05T23:56:05.661486+00:00,ICPUSDT,4h,Continuation,Bullish,Trending,Medium,win,Target 2,1.535,2.058128,4.9275786,2.59,2.5068571428571427,2.678962857142857,2.7562857142857142,0.8689,0.9871,0.85,0.8689,0.4220888838777522,0.0051384926801533205,0.4105202242514374,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T15:59:59.999000+00:00,2026-05-04T19:59:59.999000+00:00,INTCUSDT,4h,Continuation,Bearish,Balanced,Low,win,Partial TP1,0.56,0.332416,1.00970081,97.93,99.69571428571429,95.95240000000001,94.39857142857144,0.7479,0.9811,0.85,0.7479,-0.6901328761463105,0.06834571948275794,-0.2454585544046518,Continuation Pullback
v2_balanced_continuation_only,2026-05-03T15:59:59.999000+00:00,2026-05-04T11:59:59.999000+00:00,JTOUSDT,4h,Continuation,Bullish,Trending,High,loss,Invalidation,-1.0,-1.2825,-3.3235379,0.3962,0.3830321428571429,0.4092361785714285,0.42253571428571424,0.8908,0.9325,1.0,0.8908,,,0.341835035058893,Continuation Pullback
v2_balanced_continuation_only,2026-05-03T11:57:32.798030+00:00,2026-05-08T03:30:27.341788+00:00,KATUSDT,4h,Continuation,Bearish,Trending,High,open,,0.23703704,0.1472,0.83857442,0.00954,0.009877499999999999,0.009205875,0.008865000000000001,0.4923,0.8553,1.0,0.4923,1.970139616946349,0.06803564515221366,-0.12955889201439363,Continuation Pullback
v2_balanced_continuation_only,2026-05-01T19:59:39.925076+00:00,2026-05-03T23:57:49.029653+00:00,KITEUSDT,4h,Continuation,Bullish,Trending,High,loss,Fail-Fast Exit,-0.34797441,-0.44627719,-1.37290531,0.14859,0.1427275,0.15439387499999999,0.16031499999999999,0.8837,0.8516,1.0,0.8837,-0.6916333246819859,-0.14051791011434703,0.4623269213150276,Continuation Pullback
v2_balanced_continuation_only,2026-05-03T14:14:59.999000+00:00,2026-05-03T14:59:59.999000+00:00,KNCUSDT,15m,Continuation,Bullish,Balanced,High,loss,Invalidation,-1.0,-0.5308,-1.68913365,0.1738,0.17086428571428572,0.17670635714285715,0.1796714285714286,0.8297,0.7298,0.85,0.8297,0.41151254888138084,1.333981437497903,-0.4331673601382412,Continuation Pullback
v2_balanced_continuation_only,2026-05-03T23:59:59.999000+00:00,2026-05-04T03:59:59.999000+00:00,KSMUSDT,4h,Continuation,Bullish,Balanced,Low,win,Partial TP1,0.56,0.3402,1.12745902,4.88,4.78175,4.9900400000000005,5.0765,0.8946,0.9201,1.0,0.8946,,,0.43980793782410105,Continuation Pullback
v2_balanced_continuation_only,2026-05-01T03:56:04.025930+00:00,2026-05-01T07:55:53.731928+00:00,LDOUSDT,1h,Continuation,Bullish,Balanced,High,loss,Invalidation,-1.0,-0.6104,-1.01668405,0.3699,0.3661392857142857,0.3736231071428571,0.3774214285714286,0.8493,0.8383,0.85,0.8493,1.4507861167634737,-0.9826094086249761,0.10392679598624416,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T04:58:17.254789+00:00,2026-05-04T06:55:14.743247+00:00,LDOUSDT,1h,Continuation,Bullish,Balanced,High,loss,Invalidation,-1.0,-0.6101,-1.51563798,0.3782,0.37246785714285713,0.3838748214285714,0.3896642857142857,0.8741,0.8015,1.0,0.8741,-0.023450165574297244,2.868826708000141,0.4929472460515689,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T14:28:20.115867+00:00,2026-05-04T14:58:53.679471+00:00,LDOUSDT,15m,Continuation,Bullish,Ranging,Medium,win,Target 2,1.535,0.7169985,0.83942074,0.3703,0.368275,0.37246675,0.37435,0.7938,0.6721,0.85,0.7938,0.6327541143992098,1.106942679280351,-0.5436548232622921,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T15:54:57.016289+00:00,2026-05-04T16:25:39.285558+00:00,LDOUSDT,15m,Continuation,Bearish,Balanced,Medium,loss,Invalidation,-1.0,-0.5654,-0.7931128,0.3688,0.371725,0.36537775,0.36295,0.8181,0.7399,0.85,0.8181,0.8244265357644773,0.5783695618521921,-0.24764724588527667,Continuation Pullback
v2_balanced_continuation_only,2026-05-03T00:13:13.947381+00:00,2026-05-03T00:28:29.446676+00:00,LITUSDT,15m,Continuation,Bearish,Ranging,Medium,loss,Invalidation,-1.0,-1.3227,-0.42587423,0.9057,0.9095571428571427,0.9015728571428572,0.8979857142857144,0.8734,0.912,0.85,0.8734,6.529022964866986,0.9317088500497374,-0.010451497434114443,Continuation Pullback
v2_balanced_continuation_only,2026-05-04T15:54:57.016289+00:00,2026-05-05T07:57:56.784684+00:00,MEGAUSDT,4h,Continuation,Bullish,Trending,High,loss,Fail-Fast Exit,-0.45745546,-0.52552483,-3.39061062,0.13036,0.12069785714285713,0.13992552142857145,0.14968428571428574,0.8474,0.7891,0.85,0.8474,-0.2761917506446622,0.14547784392036853,0.8866600563965407,Continuation Pullback
v2_balanced_continuation_only,2026-05-06T03:25:04.361159+00:00,2026-05-06T09:11:43.154020+00:00,MEGAUSDT,15m,Continuation,Bearish,Balanced,High,win,Continuation Trail Stop,0.7943475,0.32925704,1.00755007,0.12772,0.12934,0.12611619999999998,0.12447999999999998,0.8216,0.6226,0.85,0.8216,-0.23907125193513906,0.6784121994496817,0.509511463934804,Continuation Pullback
v2_balanced_continuation_only,2026-05-01T08:26:26.768483+00:00,2026-05-01T08:56:59.606753+00:00,MONUSDT,15m,Continuation,Bullish,Balanced,High,loss,Invalidation,-1.0,-0.4229,-1.08313817,0.02928,0.028962857142857144,0.02959397142857143,0.029914285714285713,0.8237,0.636,0.85,0.8237,-0.2689737362183525,1.0346123657739843,-0.10654070516662231,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T15:57:04.871242+00:00,2026-05-07T03:59:59.999000+00:00,MONUSDT,4h,Continuation,Bullish,Trending,High,win,Partial TP1,0.495,0.6348375,2.18253968,0.03159,0.030197142857142856,0.03296892857142857,0.03437571428571429,0.9092,0.9838,1.0,0.9092,-0.3550800790523753,-0.9278282090635125,0.684432251809133,Continuation Pullback
v2_balanced_continuation_only,2026-05-01T19:59:59.999000+00:00,2026-05-02T15:59:59.999000+00:00,MUSDT,4h,Continuation,Bearish,Trending,Medium,loss,Fail-Fast Exit,-0.37583164,-0.49309111,-2.35847449,2.9341,3.1182250000000002,2.7370862499999995,2.5658499999999993,0.4891,0.8755,1.0,0.4891,-0.8191149681176949,-0.19478160502430247,-0.27454520933041254,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T11:57:30.638358+00:00,2026-05-05T16:58:21.287903+00:00,NEIROUSDT,1h,Continuation,Bullish,Trending,High,loss,Fail-Fast Exit,-0.31144068,-0.39942267,-1.22615804,0.00010276,9.871428571428572e-05,0.00010676525714285714,0.00011085142857142856,0.9156,0.9971,0.85,0.9156,-0.5942971004669698,0.8626735410017953,0.8994553315988644,Continuation Pullback
v2_balanced_continuation_only,2026-05-06T01:43:09.925637+00:00,2026-05-06T02:44:22.148647+00:00,NFPUSDT,15m,Continuation,Bullish,Balanced,High,loss,Fail-Fast Exit,-0.08888889,-0.05571556,-0.07751938,0.0129,0.0127875,0.013011375,0.013125,0.8632,0.9063,0.85,0.8632,3.2430496422924446,1.6095204174976228,0.5221225721451047,Continuation Pullback
v2_balanced_continuation_only,2026-05-03T19:59:59.999000+00:00,2026-05-04T11:59:59.999000+00:00,NOTUSDT,4h,Continuation,Bullish,Trending,High,win,Partial TP1,0.495,0.3126915,1.51324728,0.0004048,0.00039242499999999996,0.00041705124999999997,0.00042955,0.8764,0.9387,0.85,0.8764,,,0.3763950584992467,Continuation Pullback
v2_balanced_continuation_only,2026-04-30T19:57:01.861700+00:00,2026-04-30T20:58:13.900254+00:00,OPENUSDT,1h,Continuation,Bearish,Balanced,High,win,Partial TP1,0.495,0.617067,0.65891685,0.2742,0.27785000000000004,0.27058649999999995,0.2668999999999999,0.8617,0.8778,0.85,0.8617,0.0,-0.481201832347882,-0.09720671328951075,Continuation Pullback
v2_balanced_continuation_only,2026-05-06T07:55:13.090955+00:00,2026-05-06T19:59:28.691762+00:00,OPGUSDT,4h,Continuation,Bearish,Trending,High,win,Partial TP1,0.495,0.260568,3.39114653,0.2568,0.2743928571428571,0.2393830714285714,0.2216142857142857,0.4771,0.8346,0.85,0.4771,0.15365920497587707,0.2264575254518184,-0.43190153078397775,Continuation Pullback
v2_balanced_continuation_only,2026-05-02T19:57:41.745591+00:00,2026-05-03T03:57:37.253056+00:00,OPUSDT,4h,Continuation,Bullish,Balanced,High,loss,Invalidation,-1.0,-0.6412,-2.31886943,0.1256,0.12268749999999999,0.12848337499999998,0.131425,0.8851,0.9049,1.0,0.8851,-0.430563335613106,-0.6427568650434257,0.19951258090721757,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T11:57:30.638358+00:00,2026-05-06T19:59:28.691762+00:00,OPUSDT,4h,Continuation,Bullish,Trending,High,win,Target 2,1.495,0.87906,5.21137392,0.1294,0.1248892857142857,0.13386560714285714,0.13842142857142856,0.8812,0.7669,1.0,0.8812,0.9926400365362186,-1.4374367854347307,0.40704730335243944,Continuation Pullback
