strategy,entry_time,exit_time,symbol,timeframe,setup_type,bias,market_regime,volatility_regime,result,close_reason,r_multiple,allocated_r,pnl_pct,entry_price,stop_loss,target_price_1,target_price_2,confidence,flow_alignment,structure_strength,clarity_confidence,volume_z_15m,oi_delta_z_15m,market_pressure_4h,entry_type
v2_balanced_continuation_only,2026-05-03T12:59:59.999000+00:00,2026-05-03T16:59:59.999000+00:00,AKTUSDT,1h,Continuation,Bullish,Trending,High,loss,Fail-Fast Exit,-0.46924866,-0.60059136,-3.2183554,0.6494,0.6048607142857143,0.6934938928571428,0.7384785714285713,0.9131,0.9832,0.85,0.9131,-0.7958536611306409,-2.2856714739842587,0.6884895375848569,Continuation Pullback
v2_balanced_continuation_only,2026-04-22T15:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,SAHARAUSDT,4h,Continuation,Bullish,Trending,High,loss,Invalidation,-1.0,-1.2618,-3.21380889,0.02247,0.021747857142857145,0.023184921428571426,0.02391428571428571,0.877,0.9313,0.85,0.877,1.9222372778010066,0.1265853661632012,0.3588687407536655,Continuation Pullback
v2_balanced_continuation_only,2026-05-06T19:59:28.691762+00:00,2026-05-07T03:10:29.000794+00:00,SAHARAUSDT,4h,Continuation,Bullish,Trending,High,loss,Invalidation,-1.0,-1.281,-2.90751793,0.02609,0.02533142857142857,0.02684098571428571,0.027607142857142854,0.9153,0.9863,0.85,0.9153,3.9808766294530162,-6.1865850136989815,0.8489210846626027,Continuation Pullback
v2_balanced_continuation_only,2026-04-25T11:59:59.999000+00:00,2026-04-26T03:59:59.999000+00:00,TURTLEUSDT,4h,Continuation,Bullish,Trending,High,loss,Fail-Fast Exit,-0.36632537,-0.21206576,-1.90318577,0.04834,0.04582857142857143,0.05082631428571429,0.05336285714285715,0.8595,0.794,0.85,0.8595,,,0.22433564846184853,Continuation Pullback
v2_balanced_continuation_only,2026-04-27T11:59:59.999000+00:00,2026-04-27T15:59:59.999000+00:00,TURTLEUSDT,4h,Continuation,Bullish,Trending,High,win,Partial TP1,0.495,0.6244425,2.5013048,0.05269,0.0500275,0.055325875,0.058015,0.875,0.9318,0.85,0.875,,,0.6107271554082359,Continuation Pullback
v2_balanced_continuation_only,2026-04-01T08:44:59.999000+00:00,2026-04-01T09:59:59.999000+00:00,ALGOUSDT,15m,Continuation,Bullish,Balanced,High,loss,Fail-Fast Exit,-0.17204301,-0.07793548,-0.3868472,0.1034,0.10107500000000001,0.10570175,0.10805,0.8252,0.6839,0.85,0.8252,0.4235990074115594,0.9562022841044874,0.7641297463830492,Continuation Pullback
v2_balanced_continuation_only,2026-04-26T14:55:47.294101+00:00,2026-04-26T15:57:38.304963+00:00,ALGOUSDT,15m,Continuation,Bullish,Balanced,High,loss,Fail-Fast Exit,-0.4349555,-0.19242431,-0.46020938,0.1194,0.11813667535714287,0.12065069139642857,0.12192664928571428,0.862,0.6637,0.85,0.862,0.17879466155888307,0.371755571003772,0.5881796672918408,Continuation Pullback
v2_balanced_continuation_only,2026-04-26T23:59:37.848919+00:00,2026-04-30T12:31:45.133300+00:00,ALGOUSDT,24h,Continuation,Bullish,Trending,High,loss,Invalidation,-1.0,-1.244,-7.72632074,0.1199,0.11063614142857144,0.1290712199857143,0.13842771714285715,0.8526,0.8732,0.85,0.8526,-0.7538486632880556,-0.6735979925384619,-0.5660744613996588,Continuation Pullback
v2_balanced_continuation_only,2026-04-05T22:59:59.999000+00:00,2026-04-06T00:29:59.999000+00:00,BULLAUSDT,15m,Continuation,Bullish,Trending,High,loss,Fail-Fast Exit,-0.01546351,-0.00966624,-0.08505468,0.00823,0.007777321428571429,0.008678151785714284,0.009135357142857141,0.8919,0.8728,0.85,0.8919,3.8326421950021516,0.8529208167584653,0.9104192470548824,Continuation Pullback
v2_balanced_continuation_only,2026-04-18T11:57:34.579849+00:00,2026-04-19T15:59:59.999000+00:00,SANDUSDT,4h,Continuation,Bearish,Trending,High,win,Continuation Trail Stop,0.6548908,0.81062383,2.75115336,0.08237804,0.0858386875,0.078951998975,0.075456745,0.8449,0.852,0.85,0.8449,1.0414002926237826,-0.3693855306267321,-0.036203271893615406,Continuation Pullback
v2_balanced_continuation_only,2026-04-24T19:59:59.999000+00:00,2026-04-25T07:59:59.999000+00:00,SANDUSDT,4h,Continuation,Bullish,Trending,High,win,Target 2,1.545,1.9480905,4.49394639,0.07938,0.07707107142857143,0.08189673214285716,0.08399785714285715,0.8557,0.9422,0.85,0.8557,-0.6386137909819979,0.6522028072169487,0.32481269835223625,Continuation Pullback
v2_balanced_continuation_only,2026-04-22T19:59:59.999000+00:00,2026-04-22T23:59:59.999000+00:00,BUSDT,4h,Continuation,Bullish,Trending,High,win,Partial TP1,0.495,0.6201855,3.28434451,0.1069,0.09980714285714284,0.11392192857142858,0.1210857142857143,0.8794,0.8923,0.85,0.8794,,,0.38055182084037636,Continuation Pullback
v2_balanced_continuation_only,2026-04-23T06:40:49.819716+00:00,2026-04-23T09:11:03.307815+00:00,SEIUSDT,15m,Continuation,Bullish,Ranging,High,win,Continuation Trail Stop,0.68564852,0.35441172,0.38222035,0.06117,0.06082900285714286,0.061507587171428575,0.06185199428571429,0.8433,0.7088,0.85,0.8433,-0.6744907594765754,0.7941143337993829,0.008468049871024598,Continuation Pullback
v2_balanced_continuation_only,2026-04-26T14:24:52.879520+00:00,2026-04-26T14:55:47.294101+00:00,SEIUSDT,15m,Continuation,Bullish,Balanced,High,win,Target 2,1.52,0.65664,1.36557235,0.06212,0.06156191214285714,0.06270041137142858,0.06323617571428572,0.8271,0.6502,0.85,0.8271,-0.31382786362193454,0.9844695332575212,0.8549672573274133,Continuation Pullback
v2_balanced_continuation_only,2026-04-02T10:59:59.999000+00:00,2026-04-02T14:59:59.999000+00:00,BZUSDT,1h,Continuation,Bullish,Balanced,Low,loss,Invalidation,-1.0,-1.1729,-2.02965182,109.22,107.00321428571428,111.70280000000001,113.65357142857144,0.8493,0.8502,0.85,0.8493,0.21092860473265734,-2.0180539392228853,0.2555751427538098,Continuation Pullback
v2_balanced_continuation_only,2026-04-28T11:57:51.316590+00:00,2026-04-28T15:58:12.353393+00:00,BZUSDT,4h,Continuation,Bullish,Balanced,Low,loss,Invalidation,-1.0,-1.1479,-1.76161908,105.47,103.61202035321428,107.55093720440001,109.18595929357144,0.8661,0.7948,1.0,0.8661,3.8447066635345415,2.8459375151307924,0.22506086204643497,Continuation Pullback
v2_balanced_continuation_only,2026-04-30T03:55:13.790198+00:00,2026-04-30T11:59:59.999000+00:00,BZUSDT,4h,Continuation,Bullish,Balanced,Low,loss,Invalidation,-1.0,-1.1924,-2.60856358,112.87,109.92571428571429,116.16760000000001,118.75857142857143,0.8896,0.9098,0.85,0.8896,-0.5385813736331476,1.0163324253104407,0.2585846810345314,Continuation Pullback
v2_balanced_continuation_only,2026-04-16T07:58:55.102134+00:00,2026-04-16T15:59:03.950944+00:00,UNIUSDT,4h,Continuation,Bullish,Balanced,Medium,win,Target 2,1.535,0.919158,3.18214379,3.262,3.1943768532142855,3.3343567670607146,3.397246293571429,0.8655,0.7426,1.0,0.8655,0.4369647126873914,0.5610348194881879,0.49482817956020986,Continuation Pullback
v2_balanced_continuation_only,2026-04-22T07:55:28.153997+00:00,2026-04-22T23:59:59.999000+00:00,UNIUSDT,4h,Continuation,Bullish,Trending,Medium,loss,Fail-Fast Exit,-0.79820726,-0.5387899,-2.15529968,3.387,3.2955450567857145,3.494002283560714,3.569909886428571,0.8888,0.9199,1.0,0.8888,-0.6542174925944163,1.2658243334289363,0.2526740667599853,Continuation Pullback
v2_balanced_continuation_only,2026-05-05T23:56:05.661486+00:00,2026-05-06T23:59:04.191693+00:00,UNIUSDT,24h,Continuation,Bullish,Trending,Medium,win,Partial TP1,0.535,0.2879905,2.76175213,3.358,3.184654885,3.54347927305,3.70469023,0.8323,0.7019,0.85,0.8323,-0.615942375549024,-0.1296664104522145,0.30544543719871825,Continuation Pullback
v2_balanced_continuation_only,2026-05-06T23:59:04.191693+00:00,2026-05-08T01:56:59.772046+00:00,UNIUSDT,24h,Continuation,Bullish,Trending,Medium,open,,0.15384615,0.08998462,0.77764977,3.472,3.2965,3.677335,3.823,0.8507,0.7627,0.85,0.8507,1.1009686179957534,-15.706754952603054,-0.13238902810060085,Continuation Pullback
v2_balanced_continuation_only,2026-04-24T03:59:59.999000+00:00,2026-04-24T15:59:59.999000+00:00,VANAUSDT,4h,Continuation,Bullish,Trending,Medium,win,Partial TP1,0.535,0.361125,1.52266068,1.487,1.4446785714285715,1.5322839285714287,1.5716428571428573,0.8903,0.9091,1.0,0.8903,,,0.5381330125101704,Continuation Pullback
v2_balanced_continuation_only,2026-04-22T00:14:59.999000+00:00,2026-04-22T00:29:59.999000+00:00,CHIPUSDT,15m,Continuation,Bullish,Trending,High,loss,Invalidation,-1.0,-1.1966,-6.70451965,0.0629,0.05868285714285714,0.06707497142857143,0.07133428571428571,0.8964,0.8169,0.85,0.8964,0.39880151727736657,0.5910975523508125,0.7028149527907617,Continuation Pullback
v2_balanced_continuation_only,2026-04-30T10:12:16.427214+00:00,2026-04-30T10:59:59.999000+00:00,CHIPUSDT,15m,Continuation,Bullish,Balanced,High,win,Partial TP1,0.495,0.3098205,0.68683369,0.06633,0.06540964285714286,0.06724115357142857,0.06817071428571428,0.8619,0.8998,0.85,0.8619,1.4924313010996162,2.0313563647895996,-0.34360903323504166,Continuation Pullback
v2_balanced_continuation_only,2026-04-17T13:59:59.999000+00:00,2026-04-17T17:59:59.999000+00:00,API3USDT,1h,Continuation,Bullish,Balanced,High,loss,Fail-Fast Exit,-0.14482759,-0.09095172,-0.2874481,0.3131,0.30688571428571426,0.3192521428571429,0.32552857142857144,0.8703,0.9111,0.85,0.8703,-0.5848177536719131,-2.1893952792302396,0.5645971040470738,Continuation Pullback
v2_balanced_continuation_only,2026-05-01T02:29:25.406291+00:00,2026-05-01T03:40:48.902368+00:00,API3USDT,15m,Continuation,Bullish,Balanced,High,loss,Fail-Fast Exit,-0.53846154,-0.67808462,-1.16550117,0.3861,0.37774285714285716,0.39437357142857143,0.4028142857142857,0.8814,0.9185,0.85,0.8814,1.004226645806606,2.195729621160043,0.2765318002665486,Continuation Pullback
v2_balanced_continuation_only,2026-04-19T19:59:59.999000+00:00,2026-04-19T23:59:59.999000+00:00,CHZUSDT,4h,Continuation,Bullish,Trending,High,loss,Invalidation,-1.0,-0.624,-3.44017922,0.04149,0.040062669642857145,0.042903057053571426,0.04434466071428571,0.8499,0.8919,0.85,0.8499,-0.7355467121532949,0.059610422001432975,0.20996928235231824,Continuation Pullback
v2_balanced_continuation_only,2026-04-20T11:59:59.999000+00:00,2026-04-20T19:59:59.999000+00:00,CHZUSDT,4h,Continuation,Bullish,Trending,High,win,Partial TP1,0.495,0.6193935,2.37196813,0.04404,0.04192966714285715,0.04612922952857143,0.048260665714285715,0.8504,0.9054,0.85,0.8504,-0.7355467121532949,0.059610422001432975,0.2584243712105579,Continuation Pullback
