id,symbol,timeframe,setup_type,bias,state,market_regime,volatility_regime,result,close_reason,timestamp,entry_touched_at,closed_at,r_multiple,allocated_r,pnl_pct,max_profit_pct,max_drawdown_pct,entry_price,stop_loss,target_price_1,target_price_2,engine_tag,entry_type,strategy_version,flow_alignment,structure_strength,clarity_confidence,trend_alignment,trap_risk,conflict_score,scenario_label,scenario_score,decision_signal,decision_market_regime,decision_volatility_regime,volume_z_15m,oi_delta_z_15m,taker_buy_sell_ratio_delta_15m,funding_level_15m,long_short_ratio_delta_15m,market_pressure_4h,mae_r,mfe_r,entry_efficiency,history_log_count,history_events,update_count,log_min_r,log_max_r,first_update_r,last_update_r,first_update_taker_ratio,last_update_taker_ratio,first_update_long_short_ratio,last_update_long_short_ratio,first_update_funding,last_update_funding,close_log_reason
34,ORCAUSDT,15m,Continuation,Bullish,Long Build-up,Trending,High,loss,Invalidation,2026-04-26T13:28:18.306996+00:00,2026-04-26T13:28:18.306996+00:00,2026-04-26T14:38:31.486801+00:00,-1.0,-1.0235,-5.95305529,0.23957852,-6.10319789,1.68695841,1.5865328432142856,1.7863797211178571,1.8878095435714286,v2_balanced,Continuation Pullback,v2_balanced,0.7004,0.85,0.854,0.9,0.2098,0.1,mixed_context,0.7448,Breakout Watch,,High,-0.8581286786142677,1.0443079750008044,0.03834508265165195,-0.00377976,-0.05770970037849926,0.764034572812049,1.0252,0.0402,0.0378,15,"update,update,update,update,update,update,update,update,update,update,update,update,update,update,close",14,,,,,1.1049,1.0236,0.7146776406035664,0.7292062943109113,-0.00377976,-0.00302737,Invalidation
35,SEIUSDT,15m,Continuation,Bullish,Long Build-up,Balanced,High,win,Continuation Trail Stop,2026-04-26T14:24:52.879520+00:00,2026-04-26T14:24:52.879520+00:00,2026-04-26T14:42:41.368886+00:00,0.68547609,0.29612567,0.64480334,0.98478751,0.0,0.06212,0.06153565892857143,0.0626984976607143,0.06328868214285716,v2_balanced,Continuation Pullback,v2_balanced,0.6502,0.85,0.8273,0.72,0.1806,0.0,weak_propulsion,0.55,Breakout Watch,,High,-0.31382786362193454,0.9844695332575212,0.22995298524555324,0.0001,0.011929898685160534,0.8605956899290063,0.0,1.0469,1.0,5,"update,update,update,tp1_hit,close",3,,,,,1.4169,3.7399,1.631578947368421,1.5826446280991737,0.0001,0.0001,Continuation Trail Stop
36,INJUSDT,15m,Continuation,Bullish,Long Build-up,Balanced,Low,loss,Invalidation,2026-04-26T15:26:41.439582+00:00,2026-04-26T15:26:41.439582+00:00,2026-04-26T16:07:30.827816+00:00,-1.0,-0.8137,-0.82071308,0.0,-0.80061253,3.66131293,3.6312640557142855,3.6949676692,3.7214106785714285,v2_balanced,Continuation Pullback,v2_balanced,0.6441,0.85,0.8498,0.9,0.187,0.1,mixed_context,0.5566,Breakout Watch,,Low,-0.7651769464695215,1.177110722828355,0.5655311796300606,-0.00050616,-0.019603786857507632,0.6134560094781941,0.9755,0.0,0.0,9,"update,update,update,update,update,update,update,update,close",8,,,,,1.8595,3.1999,2.0656039239730224,2.114294612270321,-0.00050616,-0.00044023,Invalidation
33,XLMUSDT,1h,Continuation,Bullish,Long Build-up,Ranging,High,loss,Invalidation,2026-04-26T11:59:56.917979+00:00,2026-04-26T11:59:56.917979+00:00,2026-04-26T16:45:44.027734+00:00,-1.0,-1.262,-0.71195756,0.71219617,-0.80387637,0.17123653,0.17001739857142856,0.1725044266857143,0.17367479285714288,v2_balanced,Continuation Pullback,v2_balanced,0.9449,0.85,0.8581,0.72,0.2178,0.1,range_context,0.3722,Breakout Watch,,High,-1.0078607742947354,-0.3426088338041301,0.2676656962099496,4.377e-05,-0.016658442525982947,0.19347332362598849,1.1291,1.0003,0.4698,16,"update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,close",15,,,,,1.3803,0.7502,0.9523623584537291,0.9723865877712031,8.51e-06,3.138e-05,Invalidation
40,HIGHUSDT,15m,Continuation,Bullish,Long Build-up,Balanced,High,loss,Invalidation,2026-04-26T20:20:04.740300+00:00,2026-04-26T20:20:04.740300+00:00,2026-04-26T20:34:11.162992+00:00,-1.0,-0.5825,-1.72450199,0.0,-1.66533589,0.23074264,0.22676347857142856,0.23468200981428572,0.23870096285714287,v2_balanced,Continuation Pullback,v2_balanced,0.8014,0.85,0.8359,0.72,0.1984,0.1,weak_propulsion,0.55,Breakout Watch,,High,0.4013757485638874,0.7148732518249631,-0.007112837928341401,-0.00269179,0.0021211449433254093,-0.4903518086908529,0.9657,0.0,0.0,2,"update,close",1,,,,,3.3,3.3,0.9368584156498161,0.9368584156498161,-0.00279938,-0.00279938,Invalidation
38,AXSUSDT,15m,Continuation,Bullish,Long Build-up,Balanced,Medium,win,Continuation Trail Stop,2026-04-26T19:28:36.871381+00:00,2026-04-26T19:28:36.871381+00:00,2026-04-26T20:44:58.801979+00:00,0.83981292,0.93471178,1.21690563,1.63701068,-0.14234875,1.405,1.384641270357143,1.4267838407178572,1.4457174592857143,v2_balanced,Continuation Pullback,v2_balanced,0.7264,0.85,0.8338,0.72,0.2109,0.0,mixed_context,0.5738,Breakout Watch,,Medium,0.0,1.1451773645801349,0.15257627848280386,-6.392e-05,0.008068597045495396,0.7260817039131535,0.0982,1.1297,0.92,17,"update,update,update,update,update,update,update,update,update,update,update,update,update,update,tp1_hit,update,close",15,,,,,1.4002,1.893,1.334267040149393,1.3304591004427873,-6.392e-05,-0.0001223,Continuation Trail Stop
41,SONICUSDT,15m,Continuation,Bearish,Long Build-up,Ranging,High,loss,Invalidation,2026-04-26T21:54:51.762195+00:00,2026-04-26T21:54:51.762195+00:00,2026-04-26T22:00:27.151243+00:00,-1.0,-0.9152,-0.50435252,0.0,-0.55556019,0.03833968,0.038533047142857144,0.038148246528571426,0.037952945714285716,v2_balanced,Continuation Pullback,v2_balanced,0.694,0.85,0.7952,0.72,0.192,0.2,range_context,0.3431,Breakout Watch,,High,1.3369542902409968,1.980452020572979,1.8228469960701092,-3.212e-05,-0.008296447541261687,0.4515068179932551,1.1015,0.0,0.0,2,"update,close",1,,,,,4.2641,4.2641,3.0816326530612246,3.0816326530612246,-2.214e-05,-2.214e-05,Invalidation
37,CHZUSDT,4h,Continuation,Bullish,Long Build-up,Trending,High,loss,Invalidation,2026-04-26T15:59:58.502671+00:00,2026-04-26T15:59:58.502671+00:00,2026-04-27T00:04:42.508221+00:00,-1.0,-1.1296,-3.75765928,0.0,-3.78171662,0.05146631,0.04953238142857143,0.05338089928571429,0.055334167142857146,v2_balanced,Continuation Pullback,v2_balanced,0.772,0.85,0.8849,0.9,0.1915,0.0,efficient_build,0.7544,Breakout Watch,,High,-0.8189990938415013,-0.17564822248997478,0.6362107687346782,0.0001,0.012925214480899783,0.8504862964570051,1.0064,0.0,0.0,10,"update,update,update,update,update,update,update,update,update,close",9,,,,,1.2689,0.2664,1.46669955599408,1.5687130747495506,5.232e-05,0.0001,Invalidation
42,VVVUSDT,15m,Continuation,Bullish,Long Build-up,Balanced,Low,win,Continuation Trail Stop,2026-04-26T22:25:01.156512+00:00,2026-04-26T22:25:01.156512+00:00,2026-04-27T00:49:25.525545+00:00,1.28581813,0.71208608,1.54992714,2.31788128,-0.60130154,9.55746921,9.442263330000001,9.6864997956,9.78788097,v2_balanced,Continuation Pullback,v2_balanced,0.8014,0.85,0.8633,0.9,0.2431,0.1,weak_propulsion,0.55,Breakout Watch,,Low,2.006341718814181,1.2328380839900959,-0.6298499397041321,5e-05,0.025748110066558305,0.35835496388397187,0.4988,1.9229,0.794,29,"update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,tp1_hit,update,close",27,,,,,0.9086,2.6011,0.7455053237912376,0.7507002801120448,5e-05,5e-05,Continuation Trail Stop
32,PENGUUSDT,4h,Continuation,Bullish,Long Build-up,Trending,High,win,Breakeven SL,2026-04-26T11:59:56.015703+00:00,2026-04-26T11:59:56.015703+00:00,2026-04-27T01:35:13.732951+00:00,0.49500003,0.63483754,2.0132765,4.86368837,-3.89820576,0.00895925,0.008594857142857144,0.009319998928571428,0.009688035714285713,v2_balanced,Continuation Pullback,v2_balanced,1.0,1.0,0.9225,0.9,0.2105,0.1,mixed_context,0.8853,Breakout Watch,,High,-0.809312533522237,0.0,0.16296657839835488,-8.84e-05,0.1331334094956208,0.8039359207390724,0.9584,1.1958,0.5551,21,"update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,update,tp1_hit,close",19,,,,,1.0756,1.6253,1.6816840976133012,1.7262813522355507,-8.582e-05,7.58e-06,Breakeven SL
39,AAVEUSDT,4h,Continuation,Bullish,Long Build-up,Balanced,Low,win,Breakeven SL,2026-04-26T19:59:57.469329+00:00,2026-04-26T19:59:57.469329+00:00,2026-04-27T03:37:17.453504+00:00,0.55999993,0.67967191,1.335314,3.53950784,-0.77420833,96.90020949,94.58963408785714,99.4880539404,101.52136029428571,v2_balanced,Continuation Pullback,v2_balanced,0.8489,1.0,0.8972,0.9,0.2475,0.1,mixed_context,0.6389,Breakout Watch,,Low,-0.8131487288500167,0.3216198949419554,0.18264103438670098,6.255e-05,-0.025208006856821945,0.3615636011406952,0.3247,1.4844,0.8205,9,"update,update,update,update,update,update,update,tp1_hit,close",7,,,,,0.6968,0.8471,1.0946795140343526,1.0828993959591753,0.0001,6.911e-05,Breakeven SL
