candidate,source_signal_id,symbol,timeframe,setup_type,bias,market_regime,volatility_regime,entry_kind,signal_time,entry_touched_at,closed_at,result,close_reason,pnl_pct,r_multiple,position_size_multiplier,allocated_r,entry_price,stop_loss,target_price_1,target_price_2,continuation_quality_ready,continuation_quality_score,market_pressure_4h,flow_alignment,volume_z_15m,oi_delta_z_15m,taker_buy_sell_ratio_delta_15m,ema30,ema100,ema30_slope,ema30_extension_atr,mae_r,mfe_r,entry_efficiency
baseline,2,1000SHIBUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-23T05:07:58.482377+00:00,2026-04-23T05:07:58.482377+00:00,2026-04-23T08:44:59.999000+00:00,loss,Stale Exit,-0.16420361,-0.4108162,1.2059,-0.49540326,0.00609,0.006065658214285714,0.006114098367857143,0.006138683571428572,False,0.0,0.037796927238422304,0.8291,0.4448813841108258,1.1799582208988915,0.6647611528927642,0.00610331,0.00614806,-2.2281e-06,0.005,0.6984,0.3697,0.3462
baseline,3,SEIUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-23T06:40:50.276974+00:00,2026-04-23T06:40:50.276974+00:00,2026-04-23T09:11:03.307815+00:00,win,Continuation Trail Stop,0.38222035,0.68564852,0.5169,0.35441172,0.06117,0.06082900285714286,0.061507587171428575,0.06185199428571429,False,0.0,0.008468049871024588,0.7088,-0.6744907594765754,0.7941143337993829,0.04952778129198629,0.0610393,0.06155329,9.0141e-06,0.0352,0.8464,1.5249,0.6431
baseline,4,MASKUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-23T08:02:10.726639+00:00,2026-04-23T08:02:10.726639+00:00,2026-04-26T23:59:37.848919+00:00,win,Target 2,10.06109109,1.495,1.069,1.598155,0.49675071,0.4633202475,0.529846867875,0.563611635,False,0.0,0.9405775364348672,0.7357,3.3635046803020225,2.3144416571905424,0.3146976718955883,,,,,0.0,1.9817,1.0
baseline,5,HYPEUSDT,1h,Continuation,Bullish,Balanced,Low,market,2026-04-23T15:00:11.891755+00:00,2026-04-23T15:00:11.891755+00:00,2026-04-23T21:56:43.350362+00:00,loss,Stale Exit,-0.28347526,-0.25104372,1.2098,-0.30371269,41.56364778,41.09431654178571,42.0892987668,42.50231025642857,False,0.0,-0.1526036243443635,0.9921,-0.02113078233717645,-0.46795250813167893,-0.2788701538467151,40.96428315,40.77987856,0.0417046102,79.619,0.251,0.2586,0.5074
baseline,6,RAVEUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-24T08:04:05.030956+00:00,2026-04-24T08:04:05.030956+00:00,2026-04-24T09:10:12.671664+00:00,loss,Fail-Fast Exit,-1.81079299,-0.63619326,0.8927,-0.56792972,1.03104,1.0016935714285713,1.0600929642857144,1.0897328571428573,False,0.346,0.5204224681897385,0.6757,0.0,0.2123860943569445,0.33361076334612316,1.01768089,1.03505277,0.0007061455,0.704,0.6362,0.0535,0.0776
baseline,7,MAGMAUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-24T10:26:31.962543+00:00,2026-04-24T10:26:31.962543+00:00,2026-04-24T10:57:02.690677+00:00,win,Partial TP1,0.95483449,0.495,0.4233,0.2095335,0.2214,0.21712928571428572,0.22562800714285716,0.2299414285714286,False,0.2301,0.04154004517764777,0.6327,0.0,1.259891725218904,0.2599699345976988,0.21276586,0.20159711,0.0005954582,0.6714,0.0375,1.2012,0.9698
baseline,8,GALAUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-24T12:04:56.081605+00:00,2026-04-24T12:04:56.081605+00:00,2026-04-24T23:57:14.414203+00:00,win,Target 2,4.44051138,1.495,1.2798,1.913301,0.00328,0.0031825760714285713,0.003376449689285714,0.0034748478571428572,False,0.0,0.6003666512322284,1.0,-0.8688960886406891,-0.2941148187985413,0.4380548692765165,0.00321546,0.00320706,4.451e-06,0.0033,0.0,2.874,1.0
baseline,9,TRUMPUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-24T15:48:45.639282+00:00,2026-04-24T15:48:45.639282+00:00,2026-04-25T23:58:06.071119+00:00,loss,Invalidation,-6.79343828,-1.0,1.0372,-1.0372,2.913,2.7151071428571427,3.1089139285714285,3.308785714285714,False,0.0,0.703740248961152,0.7121,0.7501988660128784,0.13301932378930897,0.3641922694245219,2.85712541,2.85500987,-0.0005603734,1.2337,1.7838,0.0,0.0
baseline,10,PIPPINUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-24T20:03:12.819715+00:00,2026-04-24T20:03:12.819715+00:00,2026-04-24T23:59:59.999000+00:00,win,Partial TP1,2.7869592,0.495,1.1114,0.550143,0.02668,0.02517785714285714,0.028167121428571428,0.029684285714285715,False,0.0,0.7691028525455303,0.7235,-0.6744907594765682,0.20811606377368536,-0.20717848033302355,0.02493168,0.02517047,0.0001205738,0.0466,0.0,1.1251,1.0
baseline,12,FILUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-24T21:44:55.633568+00:00,2026-04-24T21:44:55.633568+00:00,2026-04-28T23:56:54.234221+00:00,loss,Fail-Fast Exit,-2.75423729,-0.36381809,0.9328,-0.33936952,0.944,0.8725357142857142,1.0147496428571428,1.0869285714285715,False,0.0,0.05720649990394683,0.7059,-0.33774904633710645,1.5727226835237533,0.6489618485623021,0.9262942,0.92632717,-8.92549e-05,0.3508,0.3638,0.0,0.0
baseline,13,ENAUSDT,15m,Continuation,Bullish,Ranging,High,market,2026-04-25T01:33:59.000209+00:00,2026-04-25T01:33:59.000209+00:00,2026-04-25T05:12:49.116208+00:00,win,Continuation Trail Stop,0.45264907,0.91048661,0.6204,0.5648659,0.10905,0.10850785714285714,0.10958672142857141,0.1101342857142857,False,0.3295,-0.023382959010935078,0.8617,1.8329953342864869,1.2717252017458696,0.06623729926809158,0.1084341,0.10820249,1.55791e-05,0.1858,0.4427,1.6601,0.7895
baseline,14,GALAUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-25T04:01:35.760746+00:00,2026-04-25T04:01:35.760746+00:00,2026-04-25T11:55:01.240326+00:00,loss,Invalidation,-3.54033101,-1.0,1.2825,-1.2825,0.00369,0.0035593617857142858,0.0038193318321428573,0.0039512764285714284,False,0.3619,0.930206908740746,1.0,-0.9013012004337374,-1.0657086159529208,0.19289805223039957,0.00328673,0.00323058,2.7812e-05,0.0171,1.1482,0.0,0.0
baseline,15,币安人生USDT,1h,Continuation,Bullish,Trending,High,market,2026-04-25T07:04:44.230290+00:00,2026-04-25T07:04:44.230290+00:00,2026-04-25T10:58:58.711783+00:00,win,Target 2,4.77938712,1.495,1.2825,1.9173375,0.35465,0.34331214285714284,0.36587447857142863,0.3773257142857144,False,0.2232,0.22449479409297743,0.9146,1.2380775493973861,-0.5322113498877159,0.22555781001229852,0.34375759,0.37855242,0.0007512009,0.5111,0.0,3.3322,1.0
baseline,16,KATUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-25T07:40:22.993297+00:00,2026-04-25T07:40:22.993297+00:00,2026-04-25T07:55:37.778942+00:00,loss,Invalidation,-3.56119525,-1.0,1.1318,-1.1318,0.02443,0.02356,0.0252913,0.02617,False,0.3965,-0.8965367461561348,0.7763,0.25236175730996835,0.7785093584567081,0.09143781682092024,0.02382203,0.02177384,4.19289e-05,0.0256,1.1839,0.0,0.0
baseline,17,ALGOUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-25T08:00:47.271602+00:00,2026-04-25T08:00:47.271602+00:00,2026-04-25T15:59:59.999000+00:00,loss,Invalidation,-2.83446712,-1.0,1.2825,-1.2825,0.11655,0.11324642857142857,0.12230803571428572,0.12690714285714289,False,0.3619,0.594345637782433,0.9147,-0.06812052676824042,-0.33538338398113443,-1.1234359293274763,0.10568414,0.10369637,0.0006493694,0.4568,0.6508,0.0,0.0
baseline,18,QUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-25T08:56:46.260822+00:00,2026-04-25T08:56:46.260822+00:00,2026-04-25T09:57:49.020914+00:00,loss,Invalidation,-1.34165481,-1.0,0.441,-0.441,0.010741,0.010596892857142859,0.010883666071428572,0.011029214285714285,False,0.3212,-0.26417931914575477,0.6659,0.4766332751885897,1.7190682796849495,-0.20254078497238387,0.01062588,0.01063318,7.9393e-06,0.0129,1.3532,0.805,0.373
baseline,19,ADAUSDT,15m,Continuation,Bearish,Ranging,Medium,market,2026-04-25T11:44:49.786325+00:00,2026-04-25T11:44:49.786325+00:00,2026-04-25T13:26:38.740462+00:00,loss,Invalidation,-0.27254145,-1.0,1.1922,-1.1922,0.2516,0.2522857142857143,0.2508662857142857,0.2502285714285714,False,0.3196,0.20911764555061185,0.779,2.283674359381274,0.5836468299019818,0.6271850367782457,0.25215681,0.25116065,-3.8401e-05,0.3065,2.625,0.2917,0.1
baseline,20,MOVRUSDT,15m,Continuation,Bullish,Balanced,Medium,market,2026-04-25T23:12:16.621452+00:00,2026-04-25T23:12:16.621452+00:00,2026-04-26T00:13:23.805582+00:00,loss,Invalidation,-2.03716331,-1.0,0.4603,-0.4603,2.514,2.462785714285714,2.568799285714286,2.6164285714285715,False,0.3196,0.7437894030405284,0.655,-0.44938529738586536,1.0362055328802875,0.09057297764405747,2.43696228,2.36628919,0.0053129459,5.6724,2.3431,0.0,0.0
baseline,21,ENJUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T00:59:13.367085+00:00,2026-04-26T00:59:13.367085+00:00,2026-04-26T01:29:43.538436+00:00,loss,Invalidation,-0.96529571,-1.0,0.4527,-0.4527,0.06471,0.06408535714285715,0.06532839642857143,0.0659592857142857,False,0.2796,0.04831177509499676,0.6823,0.09086899517017803,2.1911449216870276,0.21721738981903904,0.0633101,0.06248256,9.6545e-05,0.2175,1.2807,0.6244,0.3277
baseline,25,KATUSDT,15m,Continuation,Bullish,Balanced,High,pending_limit,2026-04-26T10:32:15.906317+00:00,2026-04-26T10:42:34.098790+00:00,2026-04-26T11:29:54.940960+00:00,win,Partial TP1,1.13345074,0.495,0.8997,0.4453515,0.01285621,0.012561828571428572,0.013147647614285714,0.013444972857142856,False,0.0,-0.01702290038575171,0.6799,-0.6744907594765881,1.0935093375785119,-0.004859761242507893,0.0131022,0.01534107,-1.18759e-05,0.0161,0.2929,0.2507,0.4612
baseline,26,ENSOUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-26T10:47:38.664674+00:00,2026-04-26T10:47:38.664674+00:00,2026-04-26T11:55:37.716802+00:00,loss,Fail-Fast Exit,-1.6261665,-0.29349056,1.0224,-0.30006475,1.0823,1.0223321428571428,1.1416681785714287,1.2022357142857145,False,0.2796,0.8422706682683578,0.6992,-1.2948441371673687,0.3969056748196703,0.1922989855661223,1.03255948,0.93945401,0.0012579668,1.3466,0.5186,0.0,0.0
baseline,28,LPTUSDT,24h,Continuation,Bullish,Trending,High,market,2026-04-26T10:57:51.411188+00:00,2026-04-26T10:57:51.411188+00:00,2026-04-30T02:36:36.710926+00:00,loss,Invalidation,-6.69282511,-1.0,1.2545,-1.2545,2.23,2.08075,2.3926825,2.5284999999999997,False,0.6562,0.5609321106462067,0.9166,-0.6685066772821913,0.6969595891709267,0.9505857436430785,,,,,1.005,0.0,0.0
baseline,30,SOONUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T11:55:38.412031+00:00,2026-04-26T11:55:38.412031+00:00,2026-04-26T12:57:19.429954+00:00,loss,Fail-Fast Exit,-1.02692422,-0.5394362,0.5419,-0.29232047,0.19042593,0.1868007932142857,0.19401481541785714,0.1976762035714286,False,0.3138,-0.06901810078247064,0.7433,-0.8327403392532243,1.0200315340760813,0.11754848623014438,0.18883815,0.19298709,0.0001095018,0.1251,0.5394,0.1032,0.1606
baseline,31,1000PEPEUSDT,4h,Continuation,Bullish,Balanced,High,pending_limit,2026-04-26T12:00:01.672812+00:00,2026-04-26T15:57:38.304963+00:00,2026-04-27T03:57:34.172163+00:00,win,Partial TP1,1.0394405,0.495,1.2825,0.6348375,0.00393247,0.0038498928571428577,0.004014221371428572,0.004097624285714286,False,0.3619,0.8161978723695781,1.0,-1.1034452120882374,-0.27763629305022053,-0.4377289138520337,0.00383443,0.00378775,7.4184e-06,0.007,0.4671,0.8759,0.6522
baseline,32,PENGUUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-26T12:00:03.838952+00:00,2026-04-26T12:00:03.838952+00:00,2026-04-26T19:59:59.999000+00:00,loss,Invalidation,-4.06722501,-1.0,1.2825,-1.2825,0.00895925,0.008594857142857144,0.009319998928571428,0.009688035714285713,False,0.3619,0.8039359207390724,1.0,-0.809312533522237,0.0,0.16296657839835488,0.00839959,0.00795265,4.05798e-05,0.0206,0.5831,0.1173,0.1675
baseline,33,XLMUSDT,1h,Continuation,Bullish,Ranging,High,market,2026-04-26T12:00:06.513600+00:00,2026-04-26T12:00:06.513600+00:00,2026-04-26T16:59:31.428879+00:00,loss,Invalidation,-0.71195756,-1.0,1.262,-1.262,0.17123653,0.17001739857142856,0.1725044266857143,0.17367479285714288,False,0.5711,0.19347332362598849,0.9449,-1.0078607742947354,-0.3426088338041301,0.2676656962099496,0.17083463,0.17392214,3.27843e-05,0.0847,1.0002,0.3802,0.2754
baseline,34,ORCAUSDT,15m,Continuation,Bullish,Trending,High,market,2026-04-26T13:28:18.332461+00:00,2026-04-26T13:28:18.332461+00:00,2026-04-26T14:40:19.002275+00:00,loss,Invalidation,-5.95305529,-1.0,1.0235,-1.0235,1.68695841,1.5865328432142856,1.7863797211178571,1.8878095435714286,False,0.3042,0.764034572812049,0.7004,-0.8581286786142677,1.0443079750008044,0.03834508265165195,1.62649949,1.40838265,0.0037076572,1.5234,1.1348,0.0,0.0
baseline,35,SEIUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T14:24:55.296885+00:00,2026-04-26T14:24:55.296885+00:00,2026-04-26T14:55:47.294101+00:00,win,Target 2,1.40629411,1.495,0.432,0.64584,0.06212,0.06153565892857143,0.0626984976607143,0.06328868214285716,False,0.3007,0.8605956899290063,0.6502,-0.31382786362193454,0.9844695332575212,0.22995298524555324,0.06148336,0.06111022,4.39065e-05,0.1015,0.0,2.0226,1.0
baseline,36,INJUSDT,15m,Continuation,Bullish,Balanced,Low,market,2026-04-26T15:26:42.012694+00:00,2026-04-26T15:26:42.012694+00:00,2026-04-26T16:13:05.060954+00:00,loss,Invalidation,-0.82071308,-1.0,0.8137,-0.8137,3.66131293,3.6312640557142855,3.6949676692,3.7214106785714285,False,0.3241,0.6134560094781941,0.6441,-0.7651769464695215,1.177110722828355,0.5655311796300606,3.65478081,3.61043688,0.0004504908,1.1939,0.7093,0.0,0.0
baseline,37,CHZUSDT,4h,Continuation,Bullish,Trending,High,market,2026-04-26T16:00:05.498613+00:00,2026-04-26T16:00:05.498613+00:00,2026-04-26T23:59:59.999000+00:00,loss,Invalidation,-3.75765928,-1.0,1.1296,-1.1296,0.05146631,0.04953238142857143,0.05338089928571429,0.055334167142857146,False,0.3619,0.8504862964570051,0.772,-0.8189990938415013,-0.17564822248997478,0.6362107687346782,0.04848944,0.04723669,0.0001969772,0.1188,0.9495,0.0,0.0
baseline,38,AXSUSDT,15m,Continuation,Bullish,Balanced,Medium,market,2026-04-26T19:28:37.060134+00:00,2026-04-26T19:28:37.060134+00:00,2026-04-26T21:11:38.323717+00:00,win,Target 2,2.22424555,1.535,1.113,1.708455,1.405,1.384641270357143,1.4267838407178572,1.4457174592857143,False,0.3015,0.7260817039131535,0.7264,0.0,1.1451773645801349,0.15257627848280386,1.39832635,1.43959144,0.0004602514,0.6908,0.0,2.3086,1.0
baseline,39,AAVEUSDT,4h,Continuation,Bullish,Balanced,Low,market,2026-04-26T20:00:03.797533+00:00,2026-04-26T20:00:03.797533+00:00,2026-04-27T03:57:34.172163+00:00,win,Partial TP1,1.33531417,0.56,1.2137,0.679672,96.90020949,94.58963408785714,99.4880539404,101.52136029428571,False,0.3619,0.3615636011406952,0.8489,-0.8131487288500167,0.3216198949419554,0.18264103438670098,94.32183256,94.06478871,0.1771149958,162.1968,0.2035,1.1079,0.8448
baseline,40,HIGHUSDT,15m,Continuation,Bullish,Balanced,High,market,2026-04-26T20:20:05.694944+00:00,2026-04-26T20:20:05.694944+00:00,2026-04-26T20:40:46.975684+00:00,loss,Invalidation,-1.72450199,-1.0,0.5825,-0.5825,0.23074264,0.22676347857142856,0.23468200981428572,0.23870096285714287,False,0.3015,-0.4903518086908529,0.8014,0.4013757485638874,0.7148732518249631,-0.007112837928341401,0.22992512,0.22494503,-0.0001258701,0.0711,0.9877,0.0647,0.0615
baseline,41,SONICUSDT,15m,Continuation,Bearish,Ranging,High,market,2026-04-26T21:54:51.827206+00:00,2026-04-26T21:54:51.827206+00:00,2026-04-26T21:58:06.978358+00:00,loss,Invalidation,-0.50435252,-1.0,0.9152,-0.9152,0.03833968,0.038533047142857144,0.038148246528571426,0.037952945714285716,False,0.319,0.4515068179932551,0.694,1.3369542902409968,1.980452020572979,1.8228469960701092,0.03847712,0.038317,-1.1809e-06,0.0409,1.2428,0.0,0.0
