total_continuation_candidates,blocked_semantic_absorption,blocked_semantic_climax,blocked_semantic_crowded_late,warning_taker_divergence,warning_crowding,allowed_continuation,oi_build_unknown_unreliable,oi_build_ambiguous,oi_build_none,oi_build_type_unknown
367,13,0,0,93,79,0,367,0,0,367
