symbol,timeframe,timestamp,body_change,rolling_change,volume_z,effort_result_state,absorption_candidate,climax_candidate,efficient_move_candidate,oi_build_type,oi_semantic_state,taker_price_divergence,crowding_status,liquidation_context,setup_type,market_state,bias,action_status
XRPUSDT,4h,2026-04-23T00:00:00+00:00,-0.008606329816768593,-0.008675133597057518,1.4424325155081759,Efficient,False,False,True,unknown,unreliable,False,crowded_short,liquidation_noise,None,Short Build-up,Bullish,Building
XRPUSDT,24h,2026-04-23T00:00:00+00:00,-0.002582716738796619,-0.002765297145198814,1.3195449695667816,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-23T04:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-23T04:00:00+00:00,-0.009170458522926224,-0.009101092131055658,3.1964147572653188,,False,False,False,,,False,,,Accumulation,Short Build-up,Bearish,Building
XRPUSDT,24h,2026-04-23T04:00:00+00:00,-0.002582716738796619,-0.002765297145198814,1.3195449695667816,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-23T08:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-23T08:00:00+00:00,0.0032839468663887874,0.0032130634449625984,18.114556625352343,Normal,False,False,False,unknown,unreliable,True,crowded_long,liquidation_noise,None,Trap,Bearish,Building
XRPUSDT,24h,2026-04-23T08:00:00+00:00,-0.002582716738796619,-0.002765297145198814,1.3195449695667816,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-23T12:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-23T12:00:00+00:00,-0.003332084770822985,-0.003084852902723347,18.341568295698302,Normal,False,False,False,unknown,unreliable,True,crowded_long,liquidation_noise,None,Trap,Bearish,Building
XRPUSDT,24h,2026-04-23T12:00:00+00:00,-0.002582716738796619,-0.002765297145198814,1.3195449695667816,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-23T16:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-23T16:00:00+00:00,0.01095019427764046,0.010902030919840908,13.120451265956417,Efficient,False,False,True,unknown,unreliable,True,crowded_long,liquidation_noise,None,Trap,Bearish,Building
XRPUSDT,24h,2026-04-23T16:00:00+00:00,-0.002582716738796619,-0.002765297145198814,1.3195449695667816,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-23T20:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-23T20:00:00+00:00,-0.0019339832285115816,-0.0019339832285115816,1.6178284986416287,Efficient,False,False,True,unknown,unreliable,True,crowded_long,liquidation_noise,None,Pre-Squeeze,Bearish,Building
XRPUSDT,24h,2026-04-23T20:00:00+00:00,-0.002582716738796619,-0.002765297145198814,1.3195449695667816,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-24T00:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-24T00:00:00+00:00,0.0,0.0,-0.6156018715776113,,False,False,False,,,False,,,Accumulation,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-24T00:00:00+00:00,-0.0001872803640182897,-0.0004671635523830098,1.254685923982173,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-24T04:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-24T04:00:00+00:00,0.0,0.0,-0.6517250774741541,Normal,False,False,False,unknown,unreliable,True,crowded_long,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-24T04:00:00+00:00,-0.0001872803640182897,-0.0004671635523830098,1.254685923982173,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-24T08:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-24T08:00:00+00:00,0.0006993496048675515,0.001867714154405189,11.889145465491362,Absorption,True,False,False,unknown,unreliable,True,crowded_long,liquidation_noise,None,Trap,Bullish,Building
XRPUSDT,24h,2026-04-24T08:00:00+00:00,-0.0001872803640182897,-0.0004671635523830098,1.254685923982173,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-24T12:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-24T12:00:00+00:00,0.0039106145251397,0.0046823677405828,8.772136041113438,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Trap,Bullish,Building
XRPUSDT,24h,2026-04-24T12:00:00+00:00,-0.0001872803640182897,-0.0004671635523830098,1.254685923982173,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-24T16:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-24T16:00:00+00:00,0.006747356705620508,0.006747356705620508,0.1178799053588783,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-24T16:00:00+00:00,-0.0001872803640182897,-0.0004671635523830098,1.254685923982173,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-24T20:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-24T20:00:00+00:00,-0.005803910730325408,-0.005803910730325408,-0.8774376700680775,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-24T20:00:00+00:00,-0.0001872803640182897,-0.0004671635523830098,1.254685923982173,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-25T00:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-25T00:00:00+00:00,-0.00465633470011825,-0.00465633470011825,-0.7716795554543334,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-25T00:00:00+00:00,-0.003964114333402906,0.002777930122257997,1.2967500044868103,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-25T04:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-25T04:00:00+00:00,0.0023739701159056483,0.0023739701159056483,-0.8991202708841557,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-25T04:00:00+00:00,-0.003964114333402906,0.002777930122257997,1.2967500044868103,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-25T08:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-25T08:00:00+00:00,-0.0018110894399553745,-0.0018110894399553745,-0.8578120879179143,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-25T08:00:00+00:00,-0.003964114333402906,0.002777930122257997,1.2967500044868103,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-25T12:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-25T12:00:00+00:00,-0.002651779483600855,-0.002651779483600855,-0.795592842571262,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-25T12:00:00+00:00,-0.003964114333402906,0.002777930122257997,1.2967500044868103,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-25T16:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-25T16:00:00+00:00,-0.003428491463756036,-0.003428491463756036,-0.639716087593256,Normal,False,False,False,unknown,unreliable,True,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
XRPUSDT,24h,2026-04-25T16:00:00+00:00,-0.003964114333402906,0.002777930122257997,1.2967500044868103,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Trap,Bearish,Ready
XRPUSDT,1h,2026-04-25T20:00:00+00:00,0.0,0.0,,,False,False,False,,,False,,,None,Neutral,Neutral,WAIT
XRPUSDT,4h,2026-04-25T20:00:00+00:00,-0.003159446745769816,-0.003159446745769816,-0.4697830772916404,Normal,False,False,False,unknown,unreliable,False,neutral,liquidation_noise,None,Pre-Squeeze,Bullish,Building
