symbol,timestamp,foundation,scenario,oi_align,oi_build,mode_a_allowed,mode_a_reasons,mode_c_unlocked,mode_c_risks
0GUSDT,2026-04-28T09:11:16.333935+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
0GUSDT,2026-04-28T17:29:50.359303+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|semantic_absorption_block|mixed_context|oi_delta_unreliable,False,
0GUSDT,2026-04-28T19:11:40.551423+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-27T01:55:33.873326+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-27T02:56:36.557612+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-27T03:27:06.230061+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-27T03:42:19.939612+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-27T04:43:24.596224+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable|semantic_absorption_block,False,
1000BONKUSDT,2026-04-27T06:25:11.279569+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-27T15:57:06.533893+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-28T06:12:58.448706+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-28T08:25:22.009748+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-28T11:57:51.316590+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-28T12:13:11.882272+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable|semantic_absorption_block,False,
1000BONKUSDT,2026-04-28T15:11:41.355874+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-28T18:41:09.765715+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-30T05:57:19.729386+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-30T06:43:15.104600+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-30T07:29:02.930721+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000BONKUSDT,2026-04-30T08:14:52.263652+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000LUNCUSDT,2026-04-29T09:11:06.175363+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000LUNCUSDT,2026-04-30T05:11:34.032495+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000LUNCUSDT,2026-04-30T06:58:32.206576+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000LUNCUSDT,2026-04-30T07:44:18.163890+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000LUNCUSDT,2026-04-30T08:14:52.263652+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000LUNCUSDT,2026-05-06T13:44:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000LUNCUSDT,2026-05-07T00:56:21.158705+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-28T18:10:34.724315+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-28T18:25:52.681002+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-28T19:57:31.782211+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-29T04:26:45.047015+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-29T04:42:02.073397+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-29T07:42:42.531622+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-29T08:29:27.058746+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-29T09:42:20.352679+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-29T10:03:12.497331+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000PEPEUSDT,2026-04-30T06:43:15.104600+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000SHIBUSDT,2026-04-28T04:25:57.758744+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000SHIBUSDT,2026-04-29T04:26:45.047015+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
1000SHIBUSDT,2026-04-29T04:42:02.073397+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000SHIBUSDT,2026-04-29T08:13:56.602001+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable|semantic_absorption_block,False,
1000SHIBUSDT,2026-04-29T09:57:52.457415+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
1000SHIBUSDT,2026-04-30T06:43:15.104600+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000SHIBUSDT,2026-04-30T06:58:32.206576+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
1000SHIBUSDT,2026-04-30T07:44:18.163890+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
4USDT,2026-04-02T01:43:50.198400+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
4USDT,2026-04-02T04:39:53.404129+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
4USDT,2026-04-02T05:11:53.937006+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
4USDT,2026-05-04T08:14:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-04T09:59:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-04T11:14:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-04T13:14:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-04T17:14:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-04T21:14:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-04T23:29:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-05T00:29:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-05T00:44:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-05T00:59:59.999000+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
4USDT,2026-05-05T02:59:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-05T03:14:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-05T03:29:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
4USDT,2026-05-05T03:44:59.999000+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AAVEUSDT,2026-04-28T08:25:22.009748+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
AAVEUSDT,2026-04-28T18:56:23.481291+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AAVEUSDT,2026-04-29T01:59:07.419247+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
AAVEUSDT,2026-04-29T04:42:02.073397+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AAVEUSDT,2026-04-30T07:44:18.163890+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
AAVEUSDT,2026-05-06T14:58:26.654298+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ADAUSDT,2026-04-28T12:13:11.882272+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable|semantic_absorption_block,False,
ADAUSDT,2026-04-28T15:42:44.526366+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T09:29:53.887938+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T10:42:34.098790+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T13:28:09.959413+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T13:43:36.377481+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T13:59:05.633876+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T14:14:36.175025+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T16:44:00.497689+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T16:59:31.428879+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T19:28:36.871381+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T19:59:31.888730+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T20:56:17.901065+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T21:27:05.590431+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T21:58:06.978358+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-26T23:44:22.750116+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T00:14:54.891152+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T01:40:16.658993+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T01:55:33.873326+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T02:26:05.577379+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T02:41:20.511627+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T02:56:36.557612+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T03:11:52.259968+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T05:29:12.826355+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T05:59:44.067879+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T06:09:54.337061+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T06:25:11.279569+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T06:40:27.152569+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T07:11:00.111926+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T07:56:49.299071+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|semantic_crowded_late_continuation_block|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T08:57:49.503424+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T12:26:33.076745+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T12:41:49.348124+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T13:27:43.657183+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T13:58:17.133449+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T14:44:07.115239+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T16:12:25.444518+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T20:27:08.267164+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-27T20:42:25.360471+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T01:27:42.523612+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T01:58:15.746262+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T14:25:44.925210+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T15:11:41.355874+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T15:27:11.286613+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T15:42:44.526366+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T15:58:12.353393+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T16:13:30.342949+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T16:44:01.005118+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T16:59:18.395121+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T17:14:34.229349+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T17:55:16.337425+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T18:25:52.681002+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|semantic_crowded_late_continuation_block|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T19:11:40.551423+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T20:12:52.467473+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T20:28:10.355618+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T20:58:42.346349+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-28T22:25:15.102559+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|semantic_absorption_block|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T03:40:53.590562+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T06:25:05.455900+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T08:29:27.058746+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T08:55:32.804864+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T09:11:06.175363+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T09:26:48.090949+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T09:42:20.352679+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|semantic_absorption_block|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-29T09:57:52.457415+00:00,v1_reconstructed,late_expansion,MISSING,unknown,False,foundation_version_not_trusted|late_expansion|oi_delta_unreliable,False,
AIOTUSDT,2026-04-30T07:44:18.163890+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
ALGOUSDT,2026-04-26T14:40:19.002275+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-26T14:55:47.294101+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-26T21:11:38.323717+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T04:28:10.384989+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T05:13:56.982834+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T10:59:58.741933+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T11:25:28.486130+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T15:57:06.533893+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T16:12:25.444518+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T16:27:40.937567+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-27T20:27:08.267164+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-28T14:56:23.865140+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-28T17:55:16.337425+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ALGOUSDT,2026-04-29T05:59:04.139245+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
ALGOUSDT,2026-05-07T06:42:05.516011+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ANKRUSDT,2026-04-17T11:28:09.828645+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ANKRUSDT,2026-04-17T13:56:51.429092+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ANKRUSDT,2026-04-17T16:14:03.554235+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
ANKRUSDT,2026-04-17T18:56:43.051893+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ANKRUSDT,2026-04-17T21:44:26.024507+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ANKRUSDT,2026-04-17T23:10:57.616592+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
ANKRUSDT,2026-04-18T00:11:59.488843+00:00,v1_reconstructed,mixed_context,MISSING,unknown,False,foundation_version_not_trusted|mixed_context|oi_delta_unreliable,False,
ANKRUSDT,2026-04-18T05:56:01.813294+00:00,v1_reconstructed,range_context,MISSING,unknown,False,foundation_version_not_trusted|range_context|oi_delta_unreliable,False,
ANKRUSDT,2026-04-18T10:55:29.741892+00:00,v1_reconstructed,weak_propulsion,MISSING,unknown,False,foundation_version_not_trusted|weak_propulsion|oi_delta_unreliable,False,
