timestamp,symbol,foundation,strategy,setup_type,timeframe,bias,status,all_reasons,patch_specific_reasons
2026-05-07T07:17:07.122725+00:00,CLUSDT,v1_reconstructed,Continuation|1h,Continuation,1h,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|clarity_below_threshold|exhaustion_oi_climax|funding_extreme_short_premium,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T12:59:59.999000+00:00,TONUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,BLOCKED,foundation_version_not_trusted|volume_z_below_threshold|oi_delta_z_below_threshold|chasing_pump_candle,foundation_version_not_trusted
2026-05-06T14:59:59.999000+00:00,TONUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,BLOCKED,foundation_version_not_trusted|volume_z_below_threshold|oi_delta_z_below_threshold,foundation_version_not_trusted
2026-05-06T15:14:59.999000+00:00,TONUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T13:14:59.999000+00:00,TONUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,late_expansion_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,late_expansion_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T01:44:57.850033+00:00,TONUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax|exhaustion_oi_climax|chasing_pump_candle,foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T06:29:02.075703+00:00,TONUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax|chasing_pump_candle,foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T06:42:05.516011+00:00,TONUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax|chasing_pump_candle,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T06:58:16.349526+00:00,TONUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T13:44:59.999000+00:00,TONUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,chasing_pump_candle,
2026-05-06T14:43:25.441859+00:00,TONUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,TONUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Neutral,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,TONUSDT,v1_reconstructed,Continuation|1h,Continuation,1h,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T14:29:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T15:59:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T20:14:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T21:14:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,ALLOWED,,
2026-05-06T00:29:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|clarity_below_threshold,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T01:59:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T04:29:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,late_expansion_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,late_expansion_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T05:44:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T05:59:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T06:29:59.999000+00:00,LABUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T14:59:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-05T19:59:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T02:44:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-06T08:59:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,BLOCKED,foundation_version_not_trusted|funding_extreme_long_premium|oi_delta_z_below_threshold|chasing_pump_candle,foundation_version_not_trusted
2026-05-06T10:29:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T11:44:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-06T12:29:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,BLOCKED,foundation_version_not_trusted|funding_extreme_long_premium|oi_delta_z_below_threshold|chasing_pump_candle,foundation_version_not_trusted
2026-05-06T15:14:59.999000+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,BLOCKED,foundation_version_not_trusted|funding_extreme_long_premium|oi_delta_z_below_threshold|chasing_pump_candle,foundation_version_not_trusted
2026-05-07T00:41:26.412003+00:00,LABUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-05T15:14:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,chasing_pump_candle,
2026-05-05T15:29:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-05T20:44:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-05T21:44:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-05T22:44:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-05T23:29:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T00:44:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-06T02:14:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-06T07:14:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,exhaustion_volume_climax|chasing_pump_candle,
2026-05-06T07:29:59.999000+00:00,LABUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,exhaustion_volume_climax|chasing_pump_candle,
2026-05-07T06:58:16.349526+00:00,LABUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Neutral,BLOCKED,exhaustion_volume_climax,
2026-05-06T14:29:56.772287+00:00,UBUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,BLOCKED,foundation_version_not_trusted|volume_z_below_threshold|oi_delta_z_below_threshold|chasing_pump_candle,foundation_version_not_trusted
2026-05-07T06:29:02.075703+00:00,UBUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T15:44:35.278112+00:00,UBUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T06:42:05.516011+00:00,UBUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T14:29:56.772287+00:00,OPUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T00:41:26.412003+00:00,OPUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-07T06:42:05.516011+00:00,OPUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,OPUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,ARKMUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Bullish,ALLOWED,,
2026-05-06T14:58:26.654298+00:00,ZROUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T01:27:45.991997+00:00,ZROUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,ALLOWED,,
2026-05-06T13:29:59.999000+00:00,DOGEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T13:59:59.999000+00:00,DOGEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T01:03:49.768627+00:00,DOGEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,exhaustion_volume_climax,
2026-05-07T06:29:02.075703+00:00,DOGEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T14:29:56.772287+00:00,APTUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T01:03:49.768627+00:00,APTUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,APTUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,APTUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T01:44:57.850033+00:00,APTUSDT,v1_reconstructed,Continuation|1h,Continuation,1h,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T13:44:59.999000+00:00,XAGUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T01:44:57.850033+00:00,XAGUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,ALLOWED,,
2026-05-07T06:42:05.516011+00:00,XAGUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,XAGUSDT,v1_reconstructed,Continuation|1h,Continuation,1h,Bullish,BLOCKED,foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax,foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T06:58:16.349526+00:00,XAGUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Neutral,ALLOWED,,
2026-05-07T07:17:07.122725+00:00,XAGUSDT,v1_reconstructed,Breakout|1h,Breakout,1h,Bullish,ALLOWED,,
2026-05-06T13:14:59.999000+00:00,PENGUUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T15:14:59.999000+00:00,PENGUUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-07T00:41:26.412003+00:00,PENGUUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,exhaustion_volume_climax,
2026-05-07T06:29:02.075703+00:00,PENGUUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T14:29:56.772287+00:00,XAUTUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,BLOCKED,foundation_version_not_trusted|volume_z_below_threshold|oi_delta_z_below_threshold,foundation_version_not_trusted
2026-05-07T06:42:05.516011+00:00,XAUTUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,XAUTUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Neutral,BLOCKED,exhaustion_oi_climax,
2026-05-06T14:43:19.356448+00:00,币安人生USDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,late_expansion_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,late_expansion_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T14:58:26.654298+00:00,币安人生USDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T01:03:49.768627+00:00,币安人生USDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T01:27:45.991997+00:00,币安人生USDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,币安人生USDT,v1_reconstructed,Breakout|1h,Breakout,1h,Bearish,ALLOWED,,
2026-05-07T07:17:07.122725+00:00,币安人生USDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-06T14:43:19.356448+00:00,JUPUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T00:41:26.412003+00:00,JUPUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,JUPUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T01:03:49.768627+00:00,JUPUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,HMSTRUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T07:17:07.122725+00:00,HMSTRUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T13:29:59.999000+00:00,HYPEUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T15:14:59.999000+00:00,HYPEUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T14:43:19.356448+00:00,PIPPINUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,PIPPINUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Bearish,ALLOWED,,
2026-05-06T14:58:26.654298+00:00,SWARMSUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T15:44:35.278112+00:00,SWARMSUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T01:03:49.768627+00:00,STRKUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,STRKUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Bearish,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,STRKUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T13:29:59.999000+00:00,1000PEPEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T13:59:59.999000+00:00,1000PEPEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T14:14:59.999000+00:00,1000PEPEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T01:03:49.768627+00:00,1000PEPEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T07:12:59.413770+00:00,1000PEPEUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,ALLOWED,,
2026-05-06T15:29:59.999000+00:00,1000PEPEUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-06T15:12:22.124036+00:00,WLFIUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-06T15:27:58.864039+00:00,WLFIUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T07:17:07.122725+00:00,WLFIUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,WLFIUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Bullish,ALLOWED,,
2026-05-07T00:56:21.158705+00:00,CLANKERUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T14:29:56.772287+00:00,AAVEUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T14:58:26.654298+00:00,AAVEUSDT,v1_reconstructed,Trap|15m,Trap,15m,Bullish,BLOCKED,clarity_below_threshold,
2026-05-06T14:29:56.772287+00:00,ONDOUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T14:58:26.654298+00:00,ONDOUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-07T07:12:59.413770+00:00,ONDOUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-06T14:43:19.356448+00:00,ONDOUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,continuation_control_not_directional|continuation_flow_alignment_below_threshold|continuation_structure_strength_below_threshold,
2026-05-06T15:44:35.278112+00:00,ONDOUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T06:29:02.075703+00:00,ONDOUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax|chasing_pump_candle,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T01:03:49.768627+00:00,ONDOUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T07:17:07.122725+00:00,ONDOUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,ALLOWED,,
2026-05-07T07:17:07.122725+00:00,ONDOUSDT,v1_reconstructed,Accumulation|1h,Accumulation,1h,Neutral,ALLOWED,,
2026-05-07T07:17:07.122725+00:00,UAIUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-06T14:58:26.654298+00:00,ORCAUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,exhaustion_oi_climax,
2026-05-07T00:41:26.412003+00:00,ORCAUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bullish,ALLOWED,,
2026-05-06T13:29:59.999000+00:00,SUIUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Neutral,BLOCKED,exhaustion_volume_climax,
2026-05-06T15:29:59.999000+00:00,SUIUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T01:03:49.768627+00:00,SUIUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-06T13:59:59.999000+00:00,SUIUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T14:14:59.999000+00:00,SUIUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T14:43:19.356448+00:00,GWEIUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-07T01:27:45.991997+00:00,GWEIUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T01:44:57.850033+00:00,GWEIUSDT,v1_reconstructed,Continuation|1h,Continuation,1h,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T14:29:56.772287+00:00,XLMUSDT,v1_reconstructed,Breakout|15m,Breakout,15m,Bearish,ALLOWED,,
2026-05-06T14:58:26.654298+00:00,XLMUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bearish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-07T01:03:49.768627+00:00,XLMUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bearish,ALLOWED,,
2026-05-07T06:42:05.516011+00:00,XLMUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T06:58:16.349526+00:00,XLMUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-07T07:12:59.413770+00:00,XLMUSDT,v1_reconstructed,Accumulation|15m,Accumulation,15m,Bullish,ALLOWED,,
2026-05-05T18:44:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T19:14:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax|exhaustion_oi_climax,scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T19:29:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T19:44:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax|exhaustion_oi_climax,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T19:59:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable|exhaustion_volume_climax|exhaustion_oi_climax|chasing_pump_candle,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-05T22:59:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Bullish,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T00:29:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
2026-05-06T06:14:59.999000+00:00,STXUSDT,v1_reconstructed,Continuation|15m,Continuation,15m,Neutral,BLOCKED,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable,mixed_context_blocked|scenario_not_allow|foundation_version_not_trusted|oi_delta_unreliable
